id,title,priority,status,type,lane,release,urgency_tier,readiness,hard_blockers,active_dependency_edges,acceptance_criteria_present,packet_available,description_short
polylogue-3tl.9,Docs-and-visuals ownership: coverage lint + regenerable visuals as a standing devloop gate,P2,open,task,12-external-legibility-demos,L-legibility-demos,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,parent-child:polylogue-3tl,True,True,"The operator wants agents to comprehensively OWN external-facing docs and visual material, not touch them opportunistically. The repo already has the machinery pattern (render all --check, doc-commands linter, pages bui…"
polylogue-avg,Fold devloop claim-guard vocabulary upstream into ops status/readiness,P2,open,feature,12-external-legibility-demos,L-legibility-demos,T2-foundation-before-feature-proof,implementation-ready-after-local-inspection,,,True,True,"The loop scripts guard claims better than the product does: devloop-status treats schema-version match as 'openable, not converged', gates convergence claims on raw-materialization debt being zero/classified, and blocks…"
polylogue-6kh,"Query-scope preferences bundle: default time window, scope filters, logical fold",P2,open,feature,13-config-preferences,M-config-preferences,T3-important-but-not-stopline,blocked-hard,polylogue-fnm.12;polylogue-y4c,blocks:polylogue-fnm.12;parent-child:polylogue-w8db;blocks:polylogue-y4c,True,False,"The highest-value query prefs: default trailing time window for bare queries (speed + relevance; all: to widen), default scope filters (exclude temporary sessions, subagent-physical rows), logical-session fold in list o…"
polylogue-w8db,Configuration doctrine + DB-backed runtime preferences,P2,open,epic,13-config-preferences,M-config-preferences,T3-important-but-not-stopline,epic-needs-child-closure,,,True,False,"WHY: configuration semantics are scattered (env vars, hardcoded defaults, dead user_settings table) and nothing distinguishes deployment config from runtime preference from learned default. ENABLES: at44 liveness slice …"
polylogue-3v1,"Capture extension reliability + status UX: spool health, completeness, gap visibility",P2,open,task,99-horizon-or-general,N-horizon,T3-important-but-not-stopline,implementation-ready-after-local-inspection,,parent-child:polylogue-jlme,True,False,"The extension (MV3, popup + badge, content bridges for chatgpt.com/claude.ai/grok.com/x.com) works end-to-end but its trust surface is thin: the operator cannot tell at a glance whether a given chat is fully captured, p…"
polylogue-3v1.1,"Multiple concurrent browser-capture extension instances: attribution, dedup, spool safety",P2,open,task,99-horizon-or-general,N-horizon,T3-important-but-not-stopline,implementation-ready-after-local-inspection,,parent-child:polylogue-3v1,True,False,
polylogue-5wp,"Insights as declared derived views: dissolve the stage, materialize by policy",P2,open,task,99-horizon-or-general,N-horizon,T3-important-but-not-stopline,blocked-hard,polylogue-0aj,blocks:polylogue-0aj;relates-to:polylogue-38x,True,False,"Session insights currently run as a dedicated convergence stage that materializes everything (profiles, work events, phases, threads, run projection) whether or not anything reads it — the run-projection rows already pr…"
polylogue-6il,devloop-integration --json --check consumed by devloop-review,P2,open,task,99-horizon-or-general,N-horizon,T3-important-but-not-stopline,implementation-ready-after-local-inspection,,,True,False,"Integration lane has no machine-readable contract; review cannot see branch role, ahead count, stale ledger, replay branches, PR URLs. Add JSON/check mode; review consumes it."
polylogue-7xv.1,Work-trace + reproduction harness: verify a session repo-work from a clean worktree,P2,open,feature,99-horizon-or-general,N-horizon,T3-important-but-not-stopline,implementation-ready-after-local-inspection,,related:polylogue-3tl;parent-child:polylogue-7xv;related:polylogue-bby.12,True,False,"Reproduction-first verification, NOT raw command-stream replay (rejected: schema does not guarantee action-level cwd/env/stdin/sandbox/tool-version/pre-post hashes; unsafe+brittle as the headline). Deliverable: session …"
polylogue-9e5.1,Assertion-layer adoption audit: is the flywheel used or aspirational?,P2,open,task,99-horizon-or-general,N-horizon,T3-important-but-not-stopline,implementation-ready-after-local-inspection,,parent-child:polylogue-9e5,True,False,Count assertions by kind/status/author_kind in the live user.db: are candidates being judged? Is anything inject:true? Which of the 21 kinds are empty? The sharpest product question the deep-dive surfaced — it decides w…
polylogue-bby,Web workbench: from result list to evidence cockpit,P2,open,epic,99-horizon-or-general,N-horizon,T3-important-but-not-stopline,epic-needs-child-closure,,,True,False,"Web audit findings (fables session): the MK2 shell is a solid three-pane reader but hides the product's depth — the DSL, aggregates, live capture, and long-session structure are all invisible at the point of use. Childr…"
polylogue-dmp,polylogue note: zero-friction memory capture from the terminal,P2,open,feature,99-horizon-or-general,N-horizon,T3-important-but-not-stopline,implementation-ready-after-local-inspection,,,True,False,"Terminal-side ambient capture is missing: when the operator (or an agent in a shell) realizes something worth remembering, there is no one-liner to record it with provenance — the thought either interrupts flow for a he…"
polylogue-hiu,Collapse storage twins onto the sync core behind an async adapter boundary,P2,open,task,99-horizon-or-general,N-horizon,T3-important-but-not-stopline,blocked-hard,polylogue-exb;polylogue-pf1,blocks:polylogue-exb;blocks:polylogue-pf1,True,False,"DECIDED (delegated by operator 2026-07-03): direction B — sync core, async adapter. The sync store survives; the parallel async implementation (async_sqlite* backends + duplicated mixin SQL) is retired. Rationale: (1) S…"
polylogue-iec,Schema optimization audit: storage shape earns its bytes and its reads,P2,open,task,99-horizon-or-general,N-horizon,T3-important-but-not-stopline,blocked-hard,polylogue-20d.7,blocks:polylogue-20d.7,True,False,"The schema grew by accretion; nobody has audited its SHAPE for cost since v1: column-level waste (JSON blobs where typed columns are read; denormalizations nothing reads — 9e5.3 is the value side, this is the storage si…"
polylogue-jlme,"Capture extension: reliability, coverage, and in-page presence",P2,open,epic,99-horizon-or-general,N-horizon,T3-important-but-not-stopline,epic-needs-child-closure,,,True,False,"WHY: the MV3 browser-capture extension is a load-bearing acquisition surface (live chat capture feeding the spool/receiver) but had no owning epic: reliability, capture-state visibility, and in-page presence were scatte…"
polylogue-kph,Provenance-carrying PRs: attach the authoring session's postmortem bundle,P2,open,feature,99-horizon-or-general,N-horizon,T3-important-but-not-stopline,implementation-ready-after-local-inspection,,parent-child:polylogue-s7ae,True,False,"Sessions already link to repos and commits (session_repos, session_commits). Wire CI or a gh hook to attach the authoring session's postmortem bundle to each PR: claims in the PR body paired with the actual in-session v…"
polylogue-lio,Align cross-repo devloop contract on beads (Sinex parity),P2,open,task,99-horizon-or-general,N-horizon,T3-important-but-not-stopline,implementation-ready-after-local-inspection,,,True,False,Shared conductor conventions predate beads: Sinex still uses devloop-checkpoint --queue as its directive channel. Update the shared contract in BOTH repos: operator directives = P0/P1 beads (bd human for operator decisi…
polylogue-p5g,polylogue judge: interactive candidate triage in the terminal,P2,open,feature,99-horizon-or-general,N-horizon,T3-important-but-not-stopline,implementation-ready-after-local-inspection,,parent-child:polylogue-37t,True,False,"The judgment gate is the heart of the memory model, but judging has no ergonomic surface: candidates accumulate (pathology findings, decision candidates, soon overlay/selection captures and setup improvements) and revie…"
polylogue-tsk,Resume ranking keys on workflow shapes the classifier never emits,P2,open,bug,99-horizon-or-general,N-horizon,T3-important-but-not-stopline,implementation-ready-after-local-inspection,,,True,False,Fables architecture pass: find_resume_candidates ranks on workflow-shape labels that the current shape classifier no longer emits — the ranking silently degrades to its fallback terms. Re-verify against current source f…
polylogue-xgw,Archive schema hygiene for evidence-cockpit read paths,P2,open,task,99-horizon-or-general,N-horizon,T3-important-but-not-stopline,implementation-ready-after-local-inspection,,parent-child:polylogue-1xc,True,False,"Targeted schema-extension/hygiene (unsafe joins, JSON checks, durable-row rules) — not a rewrite. GH issue thread (body + comments) is input, not authority; this bead's scope statement wins where they conflict."
polylogue-yrx,Session changes view: per-session diff/changelog composed from edit evidence,P2,open,feature,99-horizon-or-general,N-horizon,T3-important-but-not-stopline,implementation-ready-after-local-inspection,,parent-child:polylogue-bby;relates-to:polylogue-bby.11,True,False,"A session's most important output is often 'what did it change' — and the archive already holds the evidence: Edit/Write/NotebookEdit tool_use blocks carry file paths and old/new content, Bash blocks carry git commands …"
polylogue-83u.5,Blob store zstd compression (36GB -> est 5-8GB),P3,open,feature,01-blob-attachment-integrity,B-storage-byte-integrity,T4-horizon,needs-acceptance-criteria,,parent-child:polylogue-83u,False,False,Content-addressed blobs are uncompressed JSON; zstd frames are self-identifying so no schema change is needed.
polylogue-jsy,Harden blob hash validation + drop misleading symlink check,P3,open,chore,01-blob-attachment-integrity,B-storage-byte-integrity,T4-horizon,needs-acceptance-criteria,,parent-child:polylogue-kwsb,False,False,"Defense-in-depth (none currently exploitable): fullmatch 64-hex in blob_path/cleanup_orphans; drop the CWD symlink loop in sanitize_path; consider a zip aggregate budget. GH issue thread (body + comments) is input, not …"
polylogue-37t.17,Read-access log + memory-utility analytics: which injected memories earn their tokens,P3,open,task,02-usage-cost-honesty,A-trust-floor,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-37t,True,False,"The signal the context scheduler (37t.11) needs and cannot get today: a read-access log (ops.db — already multi-writer via daemon events) recording which assertions/memories/packs were injected, read, expanded, or ignor…"
polylogue-3gd.1,polylogue doctor + adoption telemetry: why-zero-usage diagnosis with a relevance control,P3,open,feature,02-usage-cost-honesty,A-trust-floor,T4-horizon,blocked-hard,polylogue-d1y,parent-child:polylogue-3gd;blocks:polylogue-d1y,True,False,The substrate is worthless if agents do not use it — and the adoption signal is worthless if it false-alarms. d1y owns install + hook-liveness heartbeat; THIS bead owns the diagnosis + measurement layer on top: polylogu…
polylogue-9l5.4,Token-economy analytics: cache-lane and attention accounting,P3,open,feature,02-usage-cost-honesty,A-trust-floor,T4-horizon,needs-acceptance-criteria,,parent-child:polylogue-9l5,False,False,"Cache-lane accounting is disjoint and honest; nothing yet answers 'what fraction of apparent token throughput is cache-read amplification, per provider, over time' or 'context budget spent on tool results vs prose'. Cac…"
polylogue-jnj.14,Bare single-token query-first dispatch: prefer subcommand-typo error over silent search,P3,open,task,02-usage-cost-honesty,A-trust-floor,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-jnj,True,False,
polylogue-jnj.7,Provider-token leakage cleanup in public CLI help,P3,open,chore,02-usage-cost-honesty,A-trust-floor,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-jnj,True,False,Public filters use origin vocabulary; some analysis/maintenance help still advertises provider tokens. Tighten help/validation/payload names where the contract is public filtering.
polylogue-utf,Devtools surface economy: usage-ranked consolidation of the 67-command catalog,P3,open,task,02-usage-cost-honesty,A-trust-floor,T4-horizon,needs-acceptance-criteria,,,False,False,"devtools has 67 CommandSpecs across 7 groups with three-level nesting (lab probe X, bench mutation Y, workspace Z) and real overlap: verify has 12 subcommands including three lint-shaped ones; render has 13 where 'rende…"
polylogue-4ts.7,"Physical session identity collision beneath origin collapse: same native_id, two source families, one row",P3,open,task,03-lineage-compaction-truth,F-lineage-compaction,T4-horizon,blocked-hard,polylogue-2qx,blocks:polylogue-2qx;parent-child:polylogue-4ts,True,False,"Beneath the aggregate origin-collapse bug: session_id = origin:native_id means a gemini-export and a drive-takeout session sharing a native_id are ALREADY ONE PHYSICAL ROW — undetectable, un-splittable even by reparse, …"
polylogue-9l5.18,"Missing data-model units: entity-mention, world-effect, verification-run, project, topic-cluster, cross-origin-thread",P3,open,epic,03-lineage-compaction-truth,F-lineage-compaction,T4-horizon,epic-needs-child-closure,,related:polylogue-1vpm;parent-child:polylogue-9l5,True,False,"The ontology gaps identified across the R&D program — each is a derived unit that makes a class of questions queryable. TABLE-vs-VIEW decided per unit (recursion depth, embedding-join cost, rebuild cost, query-unit expo…"
polylogue-fnm.5,topic-pack: staged multi-channel topic-lineage retrieval,P3,open,feature,03-lineage-compaction-truth,F-lineage-compaction,T4-horizon,needs-acceptance-criteria,,parent-child:polylogue-fnm,False,False,Composition flagship: seeds -> signal extraction -> embedding expansion -> time-neighbor -> topology -> classify -> timeline/context-pack/gaps. HARD invariant: never conclude 'no results' from exact-string search alone;…
polylogue-fnm.8,Lineage scope operator: logical: prefix expands predicates across the session family,P3,open,feature,03-lineage-compaction-truth,F-lineage-compaction,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-fnm,True,False,`logical:` scope makes a predicate evaluate over the whole logical session (root + continuations/forks) via session_profiles.logical_session_id — 'sessions (logical) where terminal_state:abandoned AND exists message tex…
polylogue-gjg.4,compaction_forgot + compaction_reground surfaces; re-grounding packs survive the next compaction,P3,open,task,03-lineage-compaction-truth,F-lineage-compaction,T4-horizon,blocked-hard,polylogue-gjg.3,parent-child:polylogue-gjg;blocks:polylogue-gjg.3,True,False,"CLI (compactions list/read, compaction forgot --top N, compaction inject --budget) + MCP tools compaction_forgot (ranked loss items WITH stable anchors — agents need refs, not prose) and compaction_reground (bounded tok…"
polylogue-1vpm.5,Correction-edge runtime query: resolve correction assertions to corrected blocks/tools/models,P3,open,task,04-read-contract-query-render,C-read-contract,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-1vpm,True,False,Error-rate-per-tool and correction-density measures need correction assertions joined to what they corrected. PLATFORM CONSTRAINT (externally verified): SQLite forbids a persistent view in index.db referencing ATTACHed …
polylogue-9jsi,Polish search recall: pl_fold write/query symmetry + remove_diacritics 2 + measured trigram lane,P3,open,task,04-read-contract-query-render,C-read-contract,T4-horizon,future-ready-or-spec-needed,,related:polylogue-0v9p;related:polylogue-mhx.3,True,False,"Real recall hole for the operator corpus: unicode61 alone does not fold the precomposed l-stroke, so latwo misses łatwo — and remove_diacritics CANNOT fix ł (not a combining-mark decomposition). Fix: shared deterministi…"
polylogue-a7xr.12,"neighbor_candidates needs a 4-method protocol, not the 20-method SessionQueryRuntimeStore",P3,open,chore,04-read-contract-query-render,C-read-contract,T4-horizon,blocked-hard,polylogue-a7xr.11,parent-child:polylogue-a7xr;blocks:polylogue-a7xr.11,True,False,"VERIFIED counts: archive/session/neighbor_candidates.py calls exactly 4 store methods (resolve_id, get, list_summaries_by_query, search_summary_hits) but is typed against the ~20-method SessionQueryRuntimeStore — forcin…"
polylogue-bby.2,Query completions + expression explain in the web search box,P3,open,feature,04-read-contract-query-render,C-read-contract,T4-horizon,needs-acceptance-criteria,,parent-child:polylogue-bby,False,False,"The search box accepts the full DSL but exposes none of it: no completions, no explain, no error recovery. Backend substrate exists (query-completion payloads, explain_query_expression) — wire it into the box: typeahead…"
polylogue-bby.6,Interaction debt: replace window.prompt(); de-drift the JS renderer,P3,open,chore,04-read-contract-query-render,C-read-contract,T4-horizon,needs-acceptance-criteria,,parent-child:polylogue-bby,False,False,window.prompt() for workspace/recall-pack naming; hand-rolled JS message rendering duplicating the Python renderers (drift risk — the renderer contract should be shared or snapshot-tested against the canonical renderer …
polylogue-dab,Stop materializing run-projection cache rows; drop DDL after parity,P3,open,task,04-read-contract-query-render,C-read-contract,T4-horizon,needs-acceptance-criteria,,parent-child:polylogue-a7xr,False,False,"After readers are source-derived: remove readiness/repair debt, reroute relation reads, stop rebuild writes/prunes for the three cache tables, then bump schema to drop DDL. Order matters."
polylogue-dab.1,Drop payload_json/search_text duplication from run-projection tables; hydrate from typed columns,P3,open,task,04-read-contract-query-render,C-read-contract,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-dab,True,False,
polylogue-jnj.10,Make the completion system and DSL discoverable at point of use,P3,open,task,04-read-contract-query-render,C-read-contract,T4-horizon,needs-acceptance-criteria,,parent-child:polylogue-jnj,False,False,"The completion system is a secret (polylogue config completions is buried; no install nudge) and DSL learnability needs a reference card, not just a tutorial: a one-screen `polylogue syntax` card generated from the gram…"
polylogue-jnj.2,analyze boolean modes -> named projections; facets becomes a real verb,P3,open,task,04-read-contract-query-render,C-read-contract,T4-horizon,needs-acceptance-criteria,,parent-child:polylogue-jnj,False,False,"analyze multiplexes count/facets/cost-outlook/postmortem/portfolio/grouped-stats/diagnostics behind mutually-exclusive booleans, and analyze --facets owns the full query-filter stack while top-level facets is narrower. …"
polylogue-rxdo.5,StandingQueryStage: watched queries re-evaluated on convergence; deltas become candidate findings,P3,open,task,04-read-contract-query-render,C-read-contract,T4-horizon,blocked-hard,polylogue-37t.15;polylogue-rxdo.2;polylogue-rxdo.4,blocks:polylogue-37t.15;parent-child:polylogue-rxdo;blocks:polylogue-rxdo.2;blocks:polylogue-rxdo.4,True,False,Fourth default convergence stage (after fts/embed/insights) using the existing session-scoped stage hooks (check_sessions/execute_sessions + false_means_pending). A watched query (query_names.watch=1) re-materializes wh…
polylogue-rxdo.6,DSL reference operands: from query:/result-set:/cohort: as provenance-preserving AST nodes,P3,open,task,04-read-contract-query-render,C-read-contract,T4-horizon,blocked-hard,polylogue-fnm.13;polylogue-rxdo.2,blocks:polylogue-fnm.13;parent-child:polylogue-rxdo;blocks:polylogue-rxdo.2,True,False,"Let saved analysis objects compose: from query-definition re-evaluates, from query-run uses its retained relation (typed error if not retained), from result-set uses the stored relation, from cohort re-evaluates (dynami…"
polylogue-y0b,"Generated codebase atlas: the grok report as a rendered, drift-checked doc",P3,open,feature,04-read-contract-query-render,C-read-contract,T4-horizon,needs-acceptance-criteria,,parent-child:polylogue-3tl,False,False,"Re-deriving 'what is this project, mechanically' from source took a frontier-model session a three-ring parallel read to produce ~15 numbers: LOC by ring, 54 tables across 5 tiers, 6 verbs / ~50 commands / ~392 flags, 1…"
polylogue-1hj,Blackboard as agent comms: cross-session messages that actually arrive,P3,open,task,06-agent-context-coordination,D-agent-context-coordination,T4-horizon,blocked-hard,polylogue-37t.4;polylogue-d1y,blocks:polylogue-37t.4;blocks:polylogue-d1y;parent-child:polylogue-s7ae;relates-to:polylogue-s7ae.3,True,False,"Raw-log 05-08, uncaptured: a groupchat-ish channel for agents, subagents, and operator. The substrate half exists (blackboard_post/list in user.db) but nothing DELIVERS — a post is seen only if someone polls. The channe…"
polylogue-212.9,Fable-as-Foreman: subagent-delegation rhetoric report (the X-post demo),P3,open,task,06-agent-context-coordination,D-agent-context-coordination,T4-horizon,future-ready-or-spec-needed,,related:polylogue-1vpm.1;parent-child:polylogue-212;related:polylogue-rxdo.7,True,False,The corpus demo idea that started as a tweet hook: extract every subagent delegation from the operator's Claude Code sessions and analyze the FOREMAN RHETORIC — how the orchestrator instructs its subagents. Classify ins…
polylogue-37t.10,Setup evolution via judged candidates: hooks/context-specs/cookbook changes proposed as evidence-linked assertions,P3,open,feature,06-agent-context-coordination,D-agent-context-coordination,T4-horizon,blocked-hard,polylogue-37t.12,parent-child:polylogue-37t;blocks:polylogue-37t.12,False,False,"The operator wants agents maintaining and self-improving the Polylogue setup itself — hook scripts, injection policies, cookbook recipes, MCP tool contracts. Today setup changes happen ad hoc inside unrelated sessions a…"
polylogue-37t.20,Cross-project recall(task_hint) MCP tool: most-similar prior sessions + their lessons across all repos,P3,open,feature,06-agent-context-coordination,D-agent-context-coordination,T4-horizon,blocked-hard,polylogue-37t.15,parent-child:polylogue-37t;blocks:polylogue-37t.15,True,False,"The operator dream made concrete: recall(task_hint) returns the most-similar prior sessions plus their corrections/lessons/blockers across ALL repos, as a budgeted evidence pack. text-hint->vector via the existing Vecto…"
polylogue-37t.9,Agent self-experimentation rail: PROMPT_EVAL writer + context-spec variation + background candidate passes,P3,open,feature,06-agent-context-coordination,D-agent-context-coordination,T4-horizon,needs-acceptance-criteria,,parent-child:polylogue-37t,False,False,"Raw-log-sourced: agents run methodological self-evals (same task, varied context specs via subagents — runnable today with compile_context spec variation), store judged observations as assertions (AssertionKind.PROMPT_E…"
polylogue-9e5.10,Resume/context efficacy eval (observational),P3,open,task,06-agent-context-coordination,D-agent-context-coordination,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-9e5,True,False,"For sessions that actually were continuations: compare what get_resume_brief/compose_context_preamble WOULD have injected vs what the successor session actually had to rediscover (searches, re-reads of files the brief c…"
polylogue-9e5.16,Python API parity: the library surface audited against CLI/MCP capabilities,P3,open,task,06-agent-context-coordination,D-agent-context-coordination,T4-horizon,blocked-hard,polylogue-9e5.14,parent-child:polylogue-9e5;blocks:polylogue-9e5.14,True,False,"The async library API (api/__init__.py, documented in library-api.md) is a promised public surface, but nothing checks that it kept pace: capabilities added CLI-first or MCP-first (followup_class queries, logical sessio…"
polylogue-bfv,Advisory hooks: archive-informed PreToolUse/UserPromptSubmit responses,P3,open,feature,06-agent-context-coordination,D-agent-context-coordination,T4-horizon,blocked-hard,polylogue-20d.1;polylogue-20d.12;polylogue-d1y,blocks:polylogue-20d.1;blocks:polylogue-20d.12;blocks:polylogue-d1y;relates-to:polylogue-s7ae.3,False,False,Hooks currently flow one direction: harness -> archive. Claude Code hook protocol supports RESPONSES (SessionStart already injects context via 37t.4; PreToolUse can allow/deny/annotate) — the archive knows things at exa…
polylogue-cpf.3,Doctrine: injected-context trust deny-lexicon tripwire fixture,P3,open,task,06-agent-context-coordination,D-agent-context-coordination,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-cpf,True,False,"WHY: injected context (recall packs, preambles, assertions) is a prompt-injection surface — a deny-lexicon tripwire fixture set proves the trust boundary holds as the injection surfaces multiply (37t rollout makes this …"
polylogue-fs1.7,Upstream native integration: lifecycle hooks / polylogue-hook support in the open-source Hermes agent,P3,open,feature,06-agent-context-coordination,D-agent-context-coordination,T4-horizon,needs-acceptance-criteria,,parent-child:polylogue-fs1;relates-to:polylogue-fs1.2,False,False,"Claude Code and Codex offer fixed hook surfaces Polylogue adapts TO; the Hermes agent is open source, so integration can go the other direction — contribute generic lifecycle-hook support (or a polylogue-hook integratio…"
polylogue-fs1.9,Polylogue->Sinex derived agent-trace event emitter,P3,open,feature,06-agent-context-coordination,D-agent-context-coordination,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-fs1,True,False,
polylogue-h10,Prediction and calibration tracking: agents scored on what they said would happen,P3,open,task,06-agent-context-coordination,D-agent-context-coordination,T4-horizon,blocked-hard,polylogue-9l5.7;polylogue-h6r,parent-child:polylogue-9l5;blocks:polylogue-9l5.7;blocks:polylogue-h6r,True,False,Gwern/PredictionBook-lineage capability the archive is uniquely positioned for: sessions are full of predictions — explicit ('this should fix the test') and annotatable (::predict markers via the 37t.2 protocol) — and t…
polylogue-t46.7,Move compose_context_preamble git enrichment into context/preamble.py,P3,open,task,06-agent-context-coordination,D-agent-context-coordination,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-t46,True,False,
polylogue-3tl.3,"Claim-vs-evidence leaderboard variant (multi-model, incl. open models)",P3,open,task,07-content-variants,E-content-variants,T4-horizon,needs-acceptance-criteria,,parent-child:polylogue-3tl,False,False,"Comparative multi-model variant of the finding: silent-proceed / unsupported-claim rates across models including the open models present in the archive, with cost/cache columns. The open-model rows (DeepSeek, Hermes, ot…"
polylogue-20d.16,Performance/throughput scenario family,P3,open,task,08-scale-performance-live,B/G-storage-live-performance,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-20d,True,False,
polylogue-20d.8,Bound claim-vs-evidence regen latency (43s on live archive),P3,open,task,08-scale-performance-live,B/G-storage-live-performance,T4-horizon,blocked-hard,polylogue-20d.10,parent-child:polylogue-20d;blocks:polylogue-20d.10,False,False,Likely falls out of the action-unit outcome fields work (SQL-side pairing instead of Python row inspection). Re-measure after that lands.
polylogue-37t.13,Revisit beads<->assertions boundary once beads-history ingestion (7fj) lands,P3,open,task,08-scale-performance-live,B/G-storage-live-performance,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-37t,True,False,
polylogue-3tl.14,Fix FTS + entry-point doc drift: internals.md describes external-content FTS; CLAUDE.md misdescribes operations/archive.py,P3,open,task,08-scale-performance-live,B/G-storage-live-performance,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-3tl,True,False,"Found during 2026-07-06 full-codebase grok (see .agent/scratch/codebase-grok-2026-07-06.md). Three accuracy drifts in load-bearing docs: (1) docs/internals.md ""FTS5 Model"" section claims content=(messages) external-cont…"
polylogue-5en,Branch-local daemon/web/extension dev loops: verify remaining AC and close out,P3,open,task,08-scale-performance-live,B/G-storage-live-performance,T4-horizon,future-ready-or-spec-needed,,,True,False,"Largely realized (devtools workspace dev-loop launcher is the devloop default). Verify the issue's remaining acceptance criteria; keep only real residue. GH issue thread (body + comments) is input, not authority; this b…"
polylogue-703,"One status assembly: daemon/status.py, cli/commands/status.py, and workload diagnostics converge",P3,open,task,08-scale-performance-live,B/G-storage-live-performance,T4-horizon,needs-acceptance-criteria,,parent-child:polylogue-t46,False,False,"Status/health is computed at least three times: daemon/status.py (2,418 lines), cli/commands/status.py (1,892 lines, its own _table_exists and direct DB probing), and ops diagnostics workload. They disagree in productio…"
polylogue-7fj,Ingest beads issue history as a Polylogue evidence source,P3,open,feature,08-scale-performance-live,B/G-storage-live-performance,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-rii,True,False,"Beads is Dolt-backed with full history plus interactions.jsonl and events export. That is a work-evidence stream: planned/claimed/closed, by which actor, when — the cross-referencing substrate claim-vs-evidence and work…"
polylogue-9e5.7,Daemon loop interaction model: lock/starvation map for the ~9 concurrent loops,P3,open,task,08-scale-performance-live,B/G-storage-live-performance,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-9e5,True,False,"daemon/cli.py runs ~9 concurrent while-True loops (FTS merge, WAL checkpoint, drive catchup, convergence, health...) against the same SQLite set as live ingest. Map connection profile + lock acquisition per loop; look f…"
polylogue-dx1,Decision: daemon HTTP substrate — hand-rolled BaseHTTPRequestHandler vs ASGI,P3,open,task,08-scale-performance-live,B/G-storage-live-performance,T4-horizon,needs-acceptance-criteria,,,False,False,"The daemon serves ~45 routes from a 3,870-line hand-rolled BaseHTTPRequestHandler stack (threaded, manual route tables, manual auth, hand-rolled Prometheus exposition) inside a 29k-line daemon ring. What it cannot do wi…"
polylogue-rii.3,"Ingest fidelity: parser fingerprints, byte-fidelity bands, unparsed-key census, round-trip bar",P3,open,task,08-scale-performance-live,B/G-storage-live-performance,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-rii,True,False,"Import correctness must be visible, not inferred from ingest success: source-tier parser_fingerprint + decode_failure_class (durable, batch with source v3 window); derived raw_fidelity records with per-origin byte-fidel…"
polylogue-yp0,"Daemon internal event bus: loops subscribe, polling retires",P3,open,feature,08-scale-performance-live,B/G-storage-live-performance,T4-horizon,blocked-hard,polylogue-9e5.7,blocks:polylogue-9e5.7;parent-child:polylogue-a7xr,False,False,"The daemon runs ~9 concurrent loops (the 9e5.7 lock/starvation audit maps them) coordinating through polling and shared tables: convergence checks for debt, embedding catch-up polls pending counts, FTS status re-derives…"
polylogue-37t.19,"Semantic notification policy: route CONTENT signals through the existing fan-out, fatigue-controlled",P3,open,feature,09-embeddings-retrieval,J-embeddings-retrieval,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-37t;related:polylogue-rxdo.5,True,False,"Wire-what-exists: the daemon already has a 5-backend notification fan-out carrying only OPS alerts. Add a Notice severity + content family so CONTENT signals (standing-query deltas, ""you are repeating a past mistake"" nu…"
polylogue-fs1.6,"Fully-sovereign loop demo: local Hermes -> archive -> local embeddings -> judged memory -> injection, air-gapped",P3,open,feature,09-embeddings-retrieval,J-embeddings-retrieval,T4-horizon,blocked-hard,polylogue-37t.5,blocks:polylogue-37t.5;parent-child:polylogue-fs1,False,False,The demo only this pairing can do: Hermes (open weights) running locally behind the existing LiteLLM gateway (127.0.0.1:4000) -> sessions tailed into the archive (watcher already covers ~/.hermes/sessions) -> local embe…
polylogue-jnj.4,Direct `read session:REF` uses read-view semantics,P3,open,task,09-embeddings-retrieval,J-embeddings-retrieval,T4-horizon,future-ready-or-spec-needed,,parent-child:polylogue-jnj,True,False,"Positional read session:... resolves only a ref envelope, unlike find ... then read --view messages. Route session: refs into the normal read-view request; keep message/block/assertion ref inspection as a named resolver…"
polylogue-mhx.5,"Semantic analytics surfaces: topics/clustering, novelty, near-duplicate assist",P3,open,feature,09-embeddings-retrieval,J-embeddings-retrieval,T4-horizon,blocked-hard,polylogue-mhx.2,parent-child:polylogue-mhx;blocks:polylogue-mhx.2,False,False,Vectors currently serve only point retrieval (--similar/--semantic/hybrid). The corpus-level uses are unbuilt: what topics does 16k sessions of AI work actually decompose into; what appeared this week that is semantical…
