id,priority,snapshot_status,effective_status,issue_type,title,assignee,source_areas,parent,authority_class,authority_claim,acceptance_semantics,hard_prerequisites,soft_relations,supersedes,explicit_paths,source_presence,stale_description_signal,write_hotspot_cluster,audit_disposition,updated_at,effective_updated_at,labels
polylogue-rxdo.4,2,open,open,task,Gate finding support on the shared evidence-integrity verdict,,substrate,polylogue-rxdo,domain-implementation-slice,,receipt/provenance;determinism/idempotency,polylogue-37t.14,polylogue-svfj,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/057_polylogue_rxdo_4.md;polylogue/api/archive.py;tests/unit/api/test_facade_contracts.py;polylogue/storage/sqlite/finding_provenance.py;polylogue/surfaces/payloads.py,both=4;origin-only=1,records-landed-work+records-residual-work,substrate,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T18:34:51Z,2026-07-15T18:34:51Z,area:substrate;delivery:C-read-evidence-contract;horizon:frontier;lane:read-contracts;tech-tree
polylogue-rzve,2,open,open,bug,Daemon API --api-auth-token help claims auto-generation that is not implemented,,daemon,polylogue-kwsb,regression/repair-slice,,security/authorization;schema/contract,,polylogue-gnie,,polylogue/daemon/cli.py;docs/daemon.md;polylogue/daemon/http.py;tests/unit/daemon,both=4,records-landed-work,daemon,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:28:05Z,2026-07-15T19:28:05Z,area:daemon;horizon:frontier
polylogue-s1kr,2,open,open,task,Govern Python API parity matrix and docs,,audit;surface,polylogue-o21,domain-implementation-slice,,live-evidence;mutation/falsification;schema/contract,,polylogue-9e5.16,,polylogue/api/;tests/unit/api/;docs/library-api.md,both=1;symbolic=2,records-residual-work,audit,retain-distinct; no duplicate/contradiction found in this pass,2026-07-12T23:09:00Z,2026-07-12T23:09:00Z,area:audit;area:surface;delivery:A-trust-floor;horizon:frontier
polylogue-s7ae.3,2,open,open,feature,"Deliver scoped coordination messages with unread, ack, expiry, and wakeup semantics",,context;coordination;hooks;mcp,polylogue-s7ae,canonical-authority-owner,"Use one CoordinationMessage plus Delivery/Ack receipt contract in user.db, scoped to direct actor/session, session tree, repo/project, work object/query ref, path/resource, or explicit broadcast.",live-evidence;receipt/provenance;bounded-resource;security/authorization;mutation/falsification;schema/contract,polylogue-37t.11.1;polylogue-37t.15;polylogue-kwsb.1,polylogue-1hj;polylogue-bfv,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/066_polylogue_s7ae_3.md,origin-only=1,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:53:43Z,2026-07-15T19:53:43Z,area:context;area:coordination;area:hooks;area:mcp;delivery:D-agent-context-coordination;horizon:mid;lane:agent-coordination;size:M;spine;wave:2
polylogue-s8q,2,open,open,bug,Attest deployed archive state and capture freshness,,daemon,polylogue-8jg9,regression/repair-slice,Expose it through the shared StatusComponentSpec/StatusSnapshot protocol in polylogue-20d.17 so expensive checks are off-request and freshness/degradation are explicit.,receipt/provenance;bounded-resource;parity/completeness;schema/contract;regression-fixture,,polylogue-20d.17,,,no-explicit-paths,,daemon,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T16:19:40Z,2026-07-16T16:19:40Z,area:daemon;delivery:B-storage-rebuild-bytes;horizon:frontier;lane:storage-rebuild-scale
polylogue-t0p,2,open,open,task,Admit ephemeral Claude Code sidecars before evidence is pruned,,ingest;sources,polylogue-l4kf,domain-implementation-slice,,live-evidence;receipt/provenance;security/authorization;schema/contract;operator-gate,,polylogue-1vpm.6;polylogue-2qx,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/104_polylogue_t0p.md,origin-only=1,,ingest,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:52:06Z,2026-07-15T19:52:06Z,area:ingest;area:sources;delivery:K-interop-origin-export;horizon:mid;lane:origin-interop-export
polylogue-t0ta,2,open,open,task,"Tighten chatgpt-export detection (currently single dict-key, externally-versioned, ungated)",,sources,polylogue-2qx,domain-implementation-slice,,unspecified/qualitative,,,,,no-explicit-paths,,sources,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:47:09Z,2026-07-15T19:47:09Z,area:sources;discovered-from:polylogue-9e5.12;horizon:frontier
polylogue-t46.4,2,open,open,task,Delegate daemon session-similarity KNN to SqliteVecProvider.query_by_session,,surface,polylogue-t46,domain-implementation-slice,,parity/completeness;regression-fixture,,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/042_polylogue_t46_4.md,origin-only=1,,surface,retain-distinct; no duplicate/contradiction found in this pass,2026-07-07T13:03:57Z,2026-07-07T13:03:57Z,area:surface;delivery:C-read-evidence-contract;horizon:frontier;lane:read-contracts;refactor
polylogue-t46.8.2.1,2,open,open,task,MCP: remove archive_list_sessions/archive_search_sessions -- zero-usage duplicates of list_sessions/search with no filter gap,,mcp;query;surface,polylogue-t46.8.2,surface/adaptation-slice,"dogfood-2 round-4 verification of closed polylogue-moyt (investigations/moyt-mcp-collapse-verify.md): archive_list_sessions (server_tools.py:435) and archive_search_sessions (server_tools.py:560) are still live, unchanged, still in EXPECTED_TOOL_NAMES, one day after moyt was closed as ""superseded b…",parity/completeness;schema/contract;regression-fixture,,,,docs/mcp-reference.md,both=1,records-landed-work,mcp,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T11:44:54Z,2026-07-16T11:44:54Z,area:mcp;area:query;area:surface;discovered-from:dogfood-2;horizon:frontier
polylogue-t46.8.3,2,open,open,task,"Migrate context, assertion, judgment, and maintenance MCP families",,context;mcp;ops;surface,polylogue-t46.8,surface/adaptation-slice,,receipt/provenance;parity/completeness;determinism/idempotency;restart/crash;security/authorization;schema/contract;regression-fixture,polylogue-t46.8.2,,,,no-explicit-paths,records-landed-work,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:10:35Z,2026-07-15T20:10:35Z,area:context;area:mcp;area:ops;area:surface;horizon:mid
polylogue-t67b,2,open,open,feature,Compile browser proof obligations from workflow claims,,test;web,polylogue-bby,domain-implementation-slice,,bounded-resource;determinism/idempotency;security/authorization;mutation/falsification;operator-gate;regression-fixture,,polylogue-1ilk,,,no-explicit-paths,,test,retain-distinct; no duplicate/contradiction found in this pass,2026-07-10T17:06:07Z,2026-07-10T17:06:07Z,area:test;area:web;delivery:H-web-cockpit;horizon:frontier;lane:web-evidence-cockpit
polylogue-tilk,2,open,open,bug,user_write.py: upsert_* identity semantics inconsistent -- content-hash append vs stable-identity update,,annotations;storage,polylogue-a7xr,regression/repair-slice,,bounded-resource;security/authorization,,polylogue-37t.13,,,no-explicit-paths,,annotations,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T10:21:28Z,2026-07-16T10:21:28Z,area:annotations;area:storage;discovered-from:dogfood-2
polylogue-u0dm,2,open,open,bug,Query DSL: add pre-parse nesting-depth guard to prevent transformer RecursionError,,query-dsl,,regression/repair-slice,,bounded-resource;security/authorization;schema/contract;operator-gate,,polylogue-ekes;polylogue-fnm;polylogue-h8fr,,polylogue/archive/query/expression.py,both=1,,query-dsl,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T16:18:46Z,2026-07-16T16:18:46Z,area:query-dsl;discovered-from:dogfood-2
polylogue-uu8r,2,open,open,task,Route the 31 files reading os.environ directly through config.py resolution,,unlabeled,polylogue-9gh1,domain-implementation-slice,,security/authorization,,,,polylogue/config.py;browser_capture/receiver.py,both=1;missing/planned=1,,unlabeled,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T10:43:07Z,2026-07-16T10:43:07Z,
polylogue-v1vo,2,open,open,bug,Resume file-overlap ranking anti-selects refactor-ancestor sessions via dead-path Jaccard,,unlabeled,,regression/repair-slice,,live-evidence;bounded-resource;restart/crash;regression-fixture,,,,,no-explicit-paths,,unlabeled,retain-distinct; no duplicate/contradiction found in this pass,2026-07-17T01:36:34Z,2026-07-17T01:36:34Z,
polylogue-vhjs,2,open,open,bug,"terminal_state_method/evidence provenance is never populated (NULL for all 8,507 labels)",,unlabeled,,regression/repair-slice,,security/authorization;schema/contract,,,,,no-explicit-paths,,unlabeled,retain-distinct; no duplicate/contradiction found in this pass,2026-07-17T01:45:18Z,2026-07-17T01:45:18Z,
polylogue-wofr,2,open,open,bug,Marathon sessions are terminal-state blind: bounded profiles skip an O(tail) construct,,unlabeled,,regression/repair-slice,,bounded-resource;parity/completeness;schema/contract,,,,,no-explicit-paths,,unlabeled,retain-distinct; no duplicate/contradiction found in this pass,2026-07-17T01:45:09Z,2026-07-17T01:45:09Z,
polylogue-wple,2,open,open,chore,Worktree hygiene: detect environment artifacts poisoning lane test runs,,devtools;test,polylogue-88jp,domain-implementation-slice,"Flag stray .venv, node_modules, or inherited cache directories in linked worktrees; flag interpreters whose resolved environment belongs to another checkout.",regression-fixture,,polylogue-b054.1.1;polylogue-d45p,,,no-explicit-paths,,devtools,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:47:09Z,2026-07-15T19:47:09Z,area:devtools;area:test;delivery:M-substrate-consolidation;horizon:frontier;lane:verification-readiness
polylogue-x1uh,2,open,open,bug,Isolate and receipt every convergence work unit,,daemon,polylogue-avmq,canonical-authority-owner,"The standing-query stage proves a class-level convergence defect: one unsupported watched query is evaluated inside a stage-wide transaction/exception boundary, discards already-computed siblings, and turns false_means_pending into permanent archive-wide retry debt.",receipt/provenance;bounded-resource;cancellation/cleanup;mutation/falsification;schema/contract,,,,,no-explicit-paths,records-landed-work+records-residual-work,daemon,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:34:36Z,2026-07-15T19:34:36Z,area:daemon;horizon:frontier
polylogue-x35k,2,open,open,task,Compile devloop handoffs from verified state facts and open obligations,,context;substrate,polylogue-37t,domain-implementation-slice,,live-evidence;receipt/provenance;determinism/idempotency;mutation/falsification,polylogue-37t.11.1;polylogue-37t.14,polylogue-1vpm.6;polylogue-cfk;polylogue-fs1.11;polylogue-gxjh.1,,,no-explicit-paths,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:42:07Z,2026-07-15T19:42:07Z,area:context;area:substrate;horizon:frontier
polylogue-x7d,2,open,open,task,Unify root query row rendering contracts,,query,polylogue-jnj,domain-implementation-slice,"Collapse list/search/select row rendering onto one projection contract for title normalization, snippet bounds, machine payload shape, and plain text rendering, then keep archive_query/query_output/select as thin adapters.",receipt/provenance;bounded-resource;parity/completeness;schema/contract,,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/048_polylogue_x7d.md,origin-only=1,records-residual-work,query,retain-distinct; no duplicate/contradiction found in this pass,2026-07-07T13:04:01Z,2026-07-07T13:04:01Z,area:query;delivery:C-read-evidence-contract;horizon:frontier;lane:read-contracts
polylogue-xl25,2,open,open,task,Implement relocated_lineage + quarantined states for block anchor resolver,,lineage;substrate,polylogue-4ts,domain-implementation-slice,,regression-fixture,,polylogue-svfj,,polylogue/storage/block_anchor.py;docs/architecture.md;tests/unit/storage/test_block_anchor.py,both=3,,lineage,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T23:56:41Z,2026-07-08T23:56:41Z,area:lineage;area:substrate;delivery:C-read-evidence-contract;horizon:frontier;lane:read-contracts
polylogue-y6tb,2,open,open,task,"Configure a default per-test timeout so a single hung test fails with a stack, not a burned step budget",,test,polylogue-88jp,domain-implementation-slice,,security/authorization,,polylogue-b054.1.1,,devtools/verify.py,both=1,,test,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:47:09Z,2026-07-15T19:47:09Z,area:test;horizon:frontier
polylogue-yla8.8,2,open,open,task,Bound complete-prefix verification cost,,daemon;performance;sources;storage;test,polylogue-yla8,domain-implementation-slice,,bounded-resource;security/authorization;mutation/falsification,,polylogue-yla8.6,,,no-explicit-paths,records-landed-work,daemon,retain-distinct; no duplicate/contradiction found in this pass,2026-07-11T20:33:03Z,2026-07-11T20:33:03Z,area:daemon;area:performance;area:sources;area:storage;area:test;delivery:A-trust-floor;horizon:frontier;lane:operational-resilience;spine
polylogue-0v9p,3,open,open,feature,Language detection and preference facts for variant selection,,context;query;surface,polylogue-4smp,domain-implementation-slice,,live-evidence;receipt/provenance;schema/contract,,,,polylogue/storage/sqlite/archive_tiers/index.py;.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/075_polylogue_0v9p.md,both=1;origin-only=1,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:14:42Z,2026-07-08T20:14:42Z,area:context;area:query;area:surface;delivery:E-variants-preferences;lane:variants-preferences;size:M
polylogue-14t7,3,open,open,task,Wire daemon event bus into a real producer/consumer pair (convert one polling loop),,daemon;events,polylogue-yp0,domain-implementation-slice,,bounded-resource;determinism/idempotency;mutation/falsification;schema/contract;regression-fixture,,,,polylogue/daemon/event_bus.py;docs/retro,both=2,records-landed-work+records-residual-work,daemon,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:29Z,2026-07-15T20:07:29Z,area:daemon;area:events;horizon:frontier
polylogue-1ebm,3,open,open,task,devtools: register bead-cluster.py as a workspace subcommand,,devtools,,domain-implementation-slice,,unspecified/qualitative,,polylogue-2yax;polylogue-utf,,.agent/tools/bead-cluster.py;.agent/tools/,origin-only=1;symbolic=1,,devtools,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T10:20:47Z,2026-07-16T10:20:47Z,area:devtools;discovered-from:dogfood-2
polylogue-1fp,3,open,open,task,Facade decomposition: split api/archive.py into per-capability protocols,,substrate,polylogue-t46,canonical-authority-owner,"Execution order: (1) land the layering bead first (substrate must stop calling up); (2) cut protocols along the 9e5.14 usage-map clusters, biggest consumer first (MCP tools likely map cleanly to read protocols); (3) each protocol extraction is one PR: define protocol, move/alias methods, re-point o…",bounded-resource;parity/completeness;security/authorization;regression-fixture,polylogue-9e5.14;polylogue-exb,,,,no-explicit-paths,,substrate,retain-distinct; no duplicate/contradiction found in this pass,2026-07-07T12:59:19Z,2026-07-07T12:59:19Z,area:substrate;delivery:C-read-evidence-contract;delivery:ac-patched;lane:read-contracts;refactor
polylogue-1ilk,3,open,open,task,Webui v2 test stack: vitest component lane + playwright e2e/visual-regression riding the stack decision,,test;web,polylogue-bby,domain-implementation-slice,,security/authorization;schema/contract;regression-fixture,,polylogue-ap7,,tests/visual/test_reader_*.py;tests/visual;.agent/scratch/2026-07-10-webui-verifiability-audit.md,both=1;missing/planned=1;symbolic=1,records-landed-work+records-residual-work,test,retain-distinct; no duplicate/contradiction found in this pass,2026-07-11T15:52:31Z,2026-07-11T15:52:31Z,area:test;area:web;horizon:mid
polylogue-1r9c,3,open,open,epic,Decompose Polylogue execution control centers,,architecture;daemon;mcp;storage,,program/invariant-container,"Favor descriptor/registry extraction, typed command specs, and narrow orchestration functions while preserving one canonical contract and avoiding parallel abstractions.",receipt/provenance;mutation/falsification;schema/contract,,,,docs/architecture-hotspots.md;tests/unit/storage/test_archive_tiers_write.py,both=2,records-landed-work+records-residual-work,architecture,retain program container; do not execute as a leaf,2026-07-15T20:07:36Z,2026-07-15T20:07:36Z,area:architecture;area:daemon;area:mcp;area:storage;horizon:frontier;refactor
polylogue-1rfj,3,open,open,task,"Stale ""polylogue browser-capture serve"" doc references (should be polylogued)",,docs,polylogue-3tl,domain-implementation-slice,,schema/contract;operator-gate,,polylogue-gnie,,browser-extension/README.md;docs/design/mk2/design-canvas/{artboard-boundary.jsx;polylogue/cli/*.py;docs/design/mk2/**,both=1;symbolic=3,,docs,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T17:09:41Z,2026-07-15T17:09:41Z,area:docs
polylogue-1wtm,3,open,open,bug,"engaged_duration_ms is degenerate: 72% equals wall clock, 11% null — carries no signal",,unlabeled,,regression/repair-slice,,unspecified/qualitative,,,,,no-explicit-paths,,unlabeled,retain-distinct; no duplicate/contradiction found in this pass,2026-07-17T01:45:37Z,2026-07-17T01:45:37Z,
polylogue-20d.11,3,open,open,task,"Read-profile mmap tuning: raise READ_MMAP, lower double-buffering cache",,perf;storage,polylogue-20d,domain-implementation-slice,,bounded-resource;regression-fixture,,,,,no-explicit-paths,records-residual-work,perf,retain-distinct; no duplicate/contradiction found in this pass,2026-07-07T12:59:35Z,2026-07-07T12:59:35Z,area:perf;area:storage;delivery:G-live-performance;delivery:ac-patched;lane:interactive-performance
polylogue-212.10,3,open,open,task,Validate analytical demo packets against their evidence graph,,demos;verification,polylogue-212,domain-implementation-slice,,receipt/provenance;determinism/idempotency;mutation/falsification;schema/contract;regression-fixture,polylogue-37t.14,polylogue-212.7,,,no-explicit-paths,records-landed-work+records-residual-work,demos,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:demos;area:verification;delivery:L-external-legibility;horizon:frontier;lane:docs-demos-launch
polylogue-212.11,3,open,open,task,Incident 14:32 — one shared deterministic proof world for all flagship demos,,demos,polylogue-212,domain-implementation-slice,Scenario/oracle/mutation separation accepted; most scope superseded by #2674.,receipt/provenance;parity/completeness;determinism/idempotency;regression-fixture,,,,polylogue/scenarios/corpus.py;.agent/handoffs/polylogue-legibility-kit-2026-07-10/;polylogue/demo/verify.py;docs/plans/demo-corpus-construct-audit.md;.agent/reports/chatgpt-pro-branch-assimilation-2026-07-11.md;devtools/proof_world_real_slice.py;polylogue/scenarios/;.agent/scratch/real-slice-vetting-2026-07-14/,both=4;origin-only=1;symbolic=3,records-landed-work+records-residual-work,demos,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:demos;delivery:L-external-legibility;horizon:frontier;lane:docs-demos-launch
polylogue-212.6,3,open,open,task,PF-D8 'Pick up where I left off': abandoned-session triage to live continuation,,context;demos,polylogue-212,domain-implementation-slice,,live-evidence;receipt/provenance;parity/completeness;schema/contract;operator-gate;regression-fixture,polylogue-37t.23;polylogue-9e5.28;polylogue-9e5.29;polylogue-9e5.30;polylogue-cpf.5;polylogue-cpf.6;polylogue-svfj;polylogue-tsk,polylogue-stc,,,no-explicit-paths,records-landed-work,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:context;area:demos;delivery:L-external-legibility;delivery:ac-patched;horizon:mid;lane:docs-demos-launch
polylogue-212.9,3,open,open,epic,Fable-as-Foreman campaign: prove delegation discourse before comparing it,,demos,polylogue-212,program/invariant-container,2026-07-10 stop-the-line audit supersedes the prior interim-Task-block readiness note: the shipped delegations view reverses canonical child-to-parent session_links and aliases branch points as dispatches; direct-SQL tests encode the inverse direction.,live-evidence;receipt/provenance,polylogue-212.7;polylogue-9e5.28;polylogue-9e5.29;polylogue-9e5.30;polylogue-cpf.5;polylogue-cpf.6;polylogue-svfj,polylogue-1vpm.1;polylogue-4c27;polylogue-kmts;polylogue-lph4;polylogue-rxdo.7;polylogue-xiyv;polylogue-y964,,,no-explicit-paths,records-landed-work+records-residual-work,demos,retain program container; do not execute as a leaf,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:demos;campaign;delivery:L-external-legibility;horizon:mid;lane:docs-demos-launch;tech-tree
polylogue-212.9.2,3,open,open,task,Compare Fable discourse against matched orchestrator controls,,analytics;demos,polylogue-212.9,domain-implementation-slice,,determinism/idempotency;mutation/falsification;schema/contract,polylogue-212.9.1;polylogue-4c27;polylogue-xiyv,,,,no-explicit-paths,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:analytics;area:demos;campaign;delivery:L-external-legibility;horizon:mid;lane:docs-demos-launch;tech-tree
polylogue-212.9.3,3,open,open,task,Derive the sanitized public Fable finding and thread,,demos;legibility;privacy,polylogue-212.9,domain-implementation-slice,,live-evidence;receipt/provenance;security/authorization;operator-gate;regression-fixture,polylogue-212.10;polylogue-212.9.1;polylogue-3tl.4.1,,,,no-explicit-paths,,demos,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:demos;area:legibility;area:privacy;campaign;delivery:L-external-legibility;horizon:mid;lane:docs-demos-launch;tech-tree
polylogue-2hwl,3,open,open,bug,merge_parsed_session_chunks drops later-chunk titles and can multi-flag active leaf,,unlabeled,,regression/repair-slice,,regression-fixture,,,,,no-explicit-paths,records-landed-work,unlabeled,retain-distinct; no duplicate/contradiction found in this pass,2026-07-17T00:45:17Z,2026-07-17T00:45:17Z,
polylogue-303r.3,3,open,open,feature,Rebuild Polylogue projections from Sinex evidence with parity proof,,ingest;substrate,polylogue-303r,surface/adaptation-slice,,receipt/provenance;parity/completeness;mutation/falsification;schema/contract,polylogue-303r.2.2;polylogue-303r.4;polylogue-303r.5;polylogue-303r.6,,,,no-explicit-paths,records-landed-work,ingest,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:29Z,2026-07-15T20:07:29Z,area:ingest;area:substrate;horizon:mid
polylogue-303r.4,3,open,open,feature,Bridge stable Polylogue refs across Sinex replay and re-export,,lineage;substrate,polylogue-303r,domain-implementation-slice,,mutation/falsification;schema/contract;regression-fixture,polylogue-303r.1,,,,no-explicit-paths,,lineage,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:29Z,2026-07-15T20:07:29Z,area:lineage;area:substrate;horizon:mid
polylogue-303r.5,3,open,open,feature,Persist durable assertions and context delivery through Sinex,,context;substrate,polylogue-303r,consolidation-owner,Separate proposal from authority: agent/model output remains candidate with inject=false until an operator or declared policy judgment accepts/rejects/defers/supersedes it.,receipt/provenance;determinism/idempotency;restart/crash;operator-gate,polylogue-303r.2.2;polylogue-303r.4,,,,no-explicit-paths,records-landed-work,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:29Z,2026-07-15T20:07:29Z,area:context;area:substrate;horizon:mid
polylogue-303r.6,3,open,open,feature,"Enforce backed-mode privacy, retention, and deletion lifecycle",,privacy;security,polylogue-303r,domain-implementation-slice,,receipt/provenance;cancellation/cleanup;parity/completeness;restart/crash;security/authorization;schema/contract;operator-gate;regression-fixture,polylogue-27m;polylogue-303r.2.2;polylogue-303r.5;polylogue-4be,polylogue-83u;polylogue-kwsb,,,no-explicit-paths,records-landed-work+records-residual-work,privacy,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:29Z,2026-07-15T20:07:29Z,area:privacy;area:security;horizon:mid
polylogue-303r.7,3,open,open,feature,Reuse embeddings through a complete model-effect recipe key,,cost;embeddings,polylogue-303r,domain-implementation-slice,,receipt/provenance;security/authorization;schema/contract;regression-fixture,,polylogue-303r.1,,,no-explicit-paths,records-landed-work,cost,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T17:58:34Z,2026-07-15T17:58:34Z,area:cost;area:embeddings;horizon:vision
polylogue-303r.8,3,open,open,feature,Render Sinex ambient evidence in Polylogue session workflows,,context;interop,polylogue-303r,domain-implementation-slice,,receipt/provenance;bounded-resource;schema/contract;regression-fixture,polylogue-303r.2.2;polylogue-303r.4,,,,no-explicit-paths,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:29Z,2026-07-15T20:07:29Z,area:context;area:interop;horizon:mid
polylogue-30h,3,open,open,feature,Display titles: synthesize when the stored title is a first-prompt echo,,insights;surface,polylogue-4p1,domain-implementation-slice,,receipt/provenance;regression-fixture,,polylogue-ih67,,,no-explicit-paths,,insights,retain-distinct; no duplicate/contradiction found in this pass,2026-07-07T13:27:39Z,2026-07-07T13:27:39Z,area:insights;area:surface;delivery:H-web-cockpit;delivery:ac-patched;lane:web-evidence-cockpit;wave:2
polylogue-37km,3,open,open,feature,"Transcript reading surface: measure, speaker rail, outcome-first collapsed tool blocks in the canonical renderer",,surface;web,polylogue-9xuk,surface/adaptation-slice,,receipt/provenance;security/authorization,,polylogue-ap7;polylogue-bby.11,,.agent/reports/aesthetics-direction-2026-07-08.md;tests/visual;tests/unit/rendering,both=2;origin-only=1,records-landed-work,surface,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:17:10Z,2026-07-15T19:17:10Z,area:surface;area:web;horizon:frontier
polylogue-37t.10,3,open,open,feature,Setup evolution via judged candidates: hooks/context-specs/cookbook changes proposed as evidence-linked assertions,,context;devloop,polylogue-37t,domain-implementation-slice,,receipt/provenance;bounded-resource;regression-fixture,polylogue-37t.12,,,,no-explicit-paths,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-13T04:00:03Z,2026-07-13T04:00:03Z,area:context;area:devloop;delivery:D-agent-context-coordination;delivery:ac-patched;lane:agent-coordination
polylogue-37t.11.2,3,open,open,feature,"Add adaptive context allocation, deduplication, and explain surfaces",,context;surface,polylogue-37t.11,proof/verification-slice,,live-evidence;receipt/provenance;bounded-resource;determinism/idempotency;security/authorization;mutation/falsification;schema/contract,polylogue-37t.11.1,,,,no-explicit-paths,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:context;area:surface;horizon:mid
polylogue-37t.13,3,open,open,task,Revisit beads<->assertions boundary once beads-history ingestion (7fj) lands,,context;coordination,polylogue-37t,domain-implementation-slice,,security/authorization,,,,polylogue/insights/feedback.py;polylogue/storage/insights/feedback,both=2,records-landed-work,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:29Z,2026-07-15T20:07:29Z,area:context;area:coordination;delivery:D-agent-context-coordination;horizon:frontier;lane:agent-coordination
polylogue-37t.17,3,open,open,task,Read-access log + memory-utility analytics: which injected memories earn their tokens,,context;daemon,polylogue-37t,domain-implementation-slice,"Enables memory-utility analytics: injected-but-never-used memories, warnings that preceded avoided mistakes, saved queries returning nothing, recall packs never opened (dead-memory detection) -> delete/supersede recommendations surfaced as candidate assertions.",receipt/provenance;bounded-resource;security/authorization,,,,.agent/handoffs/polylogue-gpt-pro-2026-07-06/bundles/rnd-bundle-2-of-6.md,origin-only=1,records-landed-work,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:context;area:daemon;delivery:D-agent-context-coordination;horizon:mid;lane:context-memory;tech-tree
polylogue-37t.18,3,open,open,feature,"Second-brain entity graph: structural-vs-candidate mention split, backlinks, topic co-occurrence",,context;substrate,polylogue-37t,domain-implementation-slice,,receipt/provenance;determinism/idempotency;restart/crash;regression-fixture,,polylogue-9l5.18,,,no-explicit-paths,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:context;area:substrate;delivery:D-agent-context-coordination;horizon:mid;lane:context-memory;tech-tree
polylogue-37t.19,3,open,open,feature,"Semantic notification policy: route CONTENT signals through the existing fan-out, fatigue-controlled",,context;daemon,polylogue-37t,domain-implementation-slice,,bounded-resource;determinism/idempotency;security/authorization;regression-fixture,,polylogue-rxdo.5,,,no-explicit-paths,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:context;area:daemon;delivery:D-agent-context-coordination;horizon:mid;lane:context-memory;tech-tree
polylogue-37t.2.2,3,open,open,task,"Measure optional marker adoption, recall, calibration, and friction",,context;experiment;verification,polylogue-37t.2,domain-implementation-slice,,receipt/provenance;bounded-resource;security/authorization;schema/contract;regression-fixture,polylogue-37t.2.1,polylogue-stc,,,no-explicit-paths,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:context;area:experiment;area:verification;horizon:mid
