order,wave,id,priority,type,status,parents,hard_prerequisites,title,intent,done_when
185,2,polylogue-1hj,3,task,open,polylogue-s7ae,"polylogue-d1y, polylogue-37t.4",Blackboard as agent comms: cross-session messages that actually arrive,"Raw-log 05-08, uncaptured: a groupchat-ish channel for agents, subagents, and operator.",Repo-scoped post appears in the next session's preamble and marks delivered; session-tree scope reaches a spawned subagent live; caps/ttl enforced; CLI+webui board surfaces work; delivery events queryable.
186,4,polylogue-s7ae,1,epic,open,,,Agent coordination substrate: evidence-backed multi-agent work without tracker lock-in,"Why: Polylogue should make concurrent agent work operational, not merely visible.",A typed coordination envelope exists and is queryable without assuming Beads.
187,0,polylogue-1vpm.3,3,task,open,polylogue-1vpm,,"Generic artifact edges: produced/consumed/mentioned/reported_by/derived_from across sessions, runs, delegations","One derived relation linking archive objects to artifacts with edge type + evidence refs + confidence + extractor version — replacing the temptation to special-case .agent/scratch, report markdown, evidence packs, PR summaries, or sidecars (raw_artifacts already proves artifact identity is a storage concern: source_path, artifact_kind, link_group_key, sidecar_agent_type; the missing piece is the graph edge).",Delegation/episode/gjg/rxdo artifact needs all satisfiable through this one relation (no per-program artifact tables); edges queryable from the DSL (artifact.kind/artifact.path fields on owning units).
188,0,polylogue-1vpm.5,3,task,open,polylogue-1vpm,,Correction-edge runtime query: resolve correction assertions to corrected blocks/tools/models,Error-rate-per-tool and correction-density measures need correction assertions joined to what they corrected.,Each anchor grain resolves to exactly its honest field set; unresolved visible; policy check rejects persistent cross-tier views; measures over the edge respect anchor-grain caveats.
189,1,polylogue-1vpm,2,epic,open,,,"Work-graph units: delegation, episode, artifact edges — the derived units between lineage and analysis","Three convergent derived units that make ""what work actually happened"" queryable, sitting ABOVE within-provider lineage (session_links stays the leaf truth) and BELOW analysis runs.",delegations where / episodes where work as terminal units with set-algebra participation; fixtures prove no false subagent from bare forked_from_id and no acompact false-delegation; episode default render includes only linked+corroborated tiers; per-edge signal contributions auditable in evidence_json; operator stitch decisions round-trip as assertions and constrain rebuilds.
190,0,polylogue-20d.11,3,task,open,polylogue-20d,,"Read-profile mmap tuning: raise READ_MMAP, lower double-buffering cache",Readers get 32MiB cache / 128MiB mmap (connection_profile.py:84-87) against a 23GB index — mmap covers 0.5%.,
191,0,polylogue-20d.16,3,task,open,polylogue-20d,,Performance/throughput scenario family,"Scenario family for perf/throughput regression: seed archives at three scales (demo-size, 10%-of-live sample shape, live-shape synthetic) via scenarios/ + corpus_seeded_db infra; measured flows = ingest batch, rebuild-index, hot find query set, read --all of largest session, convergence catch-up.",polylogue lab perf (or devtools equivalent) runs the family and diffs against baseline; one seeded regression (sleep injection) is caught; baselines refreshed with rationale in the same PR that changes them.
192,0,polylogue-20d.7,3,task,open,polylogue-20d,,EQP sweep + dbstat census on a live-archive copy,"Systematic plan audit: monkeypatch sqlite3 execute in a pytest session against a reflink copy (cp --reflink index.db /realm/tmp/eqp-copy.db), log EXPLAIN QUERY PLAN during a scripted tour of every CLI verb + MCP insight tool; grep for SCAN and USE TEMP B-TREE.",
193,1,polylogue-iec,2,task,open,,polylogue-20d.7,Schema optimization audit: storage shape earns its bytes and its reads,"The schema grew by accretion; nobody has audited its SHAPE for cost since v1: column-level waste (JSON blobs where typed columns are read; denormalizations nothing reads — 9e5.3 is the value side, this is the storage side), missing hot denormalizations (session_stats; search_text possibly duplicating message text at scale), TEXT primary keys where INTEGER rowid joins would halve index size (measure before touching — may be a deliberate loss), STRICT tables (free type-safety the DDL predates), p…","Census artifact committed (live archive, bytes by table/index per tier); ranked list with measured deltas on top 3; one executed change with before/after size + latency; never-used indexes dropped or justified."
194,1,polylogue-20d.8,3,task,open,polylogue-20d,polylogue-20d.10,Bound claim-vs-evidence regen latency (43s on live archive),Likely falls out of the action-unit outcome fields work (SQL-side pairing instead of Python row inspection).,
195,2,polylogue-20d,2,epic,open,,,Interactive performance: the front door answers in interactive time,Cold CLI invocations pay ~2s of Python imports; some helps took 5-9s; find-then-select cold spikes; claim-vs-evidence regen 43s; ingest catch-up crawled at 0.2 files/s.,- The 20d.14 interactive SLO tier is defined in docs/plans/slo-catalog.yaml and runs green in `devtools bench slo` against the seeded corpus with a live daemon.
196,0,polylogue-212.5,3,task,open,polylogue-212,,D5 'The session that watched itself': live capture proof,"Live dev session with polylogued tailing; mid-session, query the archive for THIS session — messages typed a minute ago come back through MCP with ingest-cursor timestamps proving capture latency; end by generating the session's own postmortem before it ends.","A committed packet under .agent/demos/ where the recorded session's evidence (tool timing, exit codes, cost) annotates the session's own narrative; regeneration instructions work cold."
197,1,polylogue-212.6,3,task,open,polylogue-212,polylogue-tsk,D8 'Pick up where I left off': abandoned-session triage to live continuation,The memory-product moment as a demo: find_abandoned_sessions surfaces real abandoned work ranked by resumability; get_resume_brief composes the evidence-cited brief (every line resolvable); the operator picks one and actually continues it in the harness.,
198,0,polylogue-212.9,3,task,open,polylogue-212,,Fable-as-Foreman: subagent-delegation rhetoric report (the X-post demo),The corpus demo idea that started as a tweet hook: extract every subagent delegation from the operator's Claude Code sessions and analyze the FOREMAN RHETORIC — how the orchestrator instructs its subagents.,A committed packet under .agent/demos/ with specimen gallery + aggregate tables over the live archive's real delegations; every aggregate number resolves to query + refs; the public-artifact variant passes the privacy review or is explicitly held private.
199,1,polylogue-212.7,2,task,open,polylogue-212,polylogue-212.9,Demo Finding Packet contract + prompt runner + registry manifest,"Convert 212 from a shelf of named demos into a PORTFOLIO CONTRACT: every demo is an executable PROMPT.md handed to a coding agent, and every prompt emits the identical Demo Finding Packet: PROMPT.md, finding.yaml (five-part provenance stanza per 3tl.4: archive cursor, measure/query version, commit SHA, sample-frame predicate, run date), report.md (fixed section order: claim, corpus, method, findings, specimens, counterexamples, limits, reproduce), evidence.ndjson (one row per cited ref), querie…",Packet schema documented + validated by the runner; one existing demo (D1 receipts) re-emitted through the runner produces a conforming packet on the seeded corpus; registry manifest lint catches a missing packet.
200,2,polylogue-212,2,epic,open,,,Demo portfolio: construct-valid demos (D1/D2/D4/D5/D8 + post-hoc forensic Q&A),"Ground rule for all: every displayed number resolves, on click or --explain, to structural evidence (outcome fields, usage events, provenance refs, raw bytes) — never regex over prose.","Each demo child (212.1 post-hoc forensic Q&A, 212.2 D1, 212.3 D2, 212.4 D4, 212.5 D5, 212.6 D8) ships in two variants: (a) a public seeded-corpus variant (seed 1843) reproducible with one documented command, and (b) a live-archive operator variant."
201,0,polylogue-37t.13,3,task,open,polylogue-37t,,Revisit beads<->assertions boundary once beads-history ingestion (7fj) lands,Re-examine the polylogue-lnd boundary once polylogue-7fj ingests beads issue history as a Polylogue evidence source.,"A short decision note (comment on this bead or a new decision bead) records, per seam, whether the lnd boundary held or was adjusted after 7fj landed; if close-reason->candidate-assertion composition is adopted, it is captured as its own execution-grade bead rather than done ad hoc."
202,0,polylogue-37t.16,3,task,open,polylogue-37t,,Claim-kind -> allowed grounding-class compatibility registry,"The generalized recovery-digest fix as a small declarative registry: each claim kind declares which anchor classes can prove it (pr_merged: external_pr | git_commit | tool_result, never agent_session/transcript-quote; assistant_said: raw transcript IS correct grounding; command_outcome: tool_result/exit-code keystone; decision_made: human_message | human_judgment).",Compatibility matrix is table-driven + tested; a transcript anchor sets compatible_claim=0 for pr_merged and 1 for assistant_said; verdicts change accordingly.
203,0,polylogue-37t.17,3,task,open,polylogue-37t,,Read-access log + memory-utility analytics: which injected memories earn their tokens,"The signal the context scheduler (37t.11) needs and cannot get today: a read-access log (ops.db — already multi-writer via daemon events) recording which assertions/memories/packs were injected, read, expanded, or ignored, with in-process debounce + decayed counters.","Injection + read events land in ops.db with debounce; a memory-utility report ranks injected-vs-used; scheduler ranking consumes attention WITHOUT context_inject events (test proves the exclusion); dead-memory candidates emitted, never auto-deleted."
204,1,polylogue-3tl.10,3,task,open,polylogue-3tl,polylogue-cfk,Launch kit: announcement artifacts prepared so publication is one decision,'Announce widely' fails when composed under adrenaline on launch day.,
205,0,polylogue-3tl.14,3,task,open,polylogue-3tl,,Fix FTS + entry-point doc drift: internals.md describes external-content FTS; CLAUDE.md misdescribes operations/archive.py,Found during 2026-07-06 full-codebase grok (see .agent/scratch/codebase-grok-2026-07-06.md).,"internals.md FTS5 Model section matches archive_tiers/index.py DDL (contentless, blocks-based, trigger names, replacement repair machinery); CLAUDE.md operations row and MCP tool-registration gotcha corrected."
206,0,polylogue-3tl.15,3,task,open,polylogue-3tl,,"Anti-grep proof card: the ""why not grep ~/.claude"" answer, grounded in one finding","README/docs must answer the strongest skeptical reader directly: grep finds text; Polylogue resolves provider structure — paired tool calls/results, exit-code/is_error failure predicates, costs, lineage, typed units, evidence-backed derived claims — and can say whether the agent NOTICED the failure.",Cold reader can distinguish lexical search from the structured evidence model in one screen; card links one finding URL + one seeded reproduction command; doc-command lint passes; bare-query teaching removed or corrected to signalled forms.
207,0,polylogue-3tl.3,3,task,open,polylogue-3tl,,"Claim-vs-evidence leaderboard variant (multi-model, incl. open models)","Comparative multi-model variant of the finding: silent-proceed / unsupported-claim rates across models including the open models present in the archive, with cost/cache columns.",
208,0,polylogue-3tl.8,3,task,open,polylogue-3tl,,GitHub surface polish: the repo page itself is a landing page,"Strangers arrive at github.com/Sinity/polylogue before any docs site: the repo description, topics, social-preview card, pinned content, badge row, and issue-template experience ARE the first screen of the product.",
209,2,polylogue-4ts.7,3,task,open,polylogue-4ts,polylogue-2qx,"Physical session identity collision beneath origin collapse: same native_id, two source families, one row","Beneath the aggregate origin-collapse bug: session_id = origin:native_id means a gemini-export and a drive-takeout session sharing a native_id are ALREADY ONE PHYSICAL ROW — undetectable, un-splittable even by reparse, and aggregate lossy_grouping markers (2qx wiring) fix aggregation honesty ONLY, not identity.",Census artifact exists with confidence labels; design doc reviewed; fixture proves the target model.
210,3,polylogue-4ts,1,epic,open,,,"Session lineage truth: shared content stored once, counted once, composed correctly",Fork/resume/compaction share content; storage+aggregates ignored it.,"Terminal state: shared content stored once (prefix dedup verified on live archive), counted once (4ts.2), composed correctly (read paths serve full logical transcripts across the branch-point matrix); external citation of archive counts uses logical grain with the physical figure footnoted."
211,0,polylogue-5en,3,task,open,,,Branch-local daemon/web/extension dev loops: verify remaining AC and close out,Largely realized (devtools workspace dev-loop launcher is the devloop default).,Each surface (daemon/web/extension/MCP) has a documented branch-local recipe that two concurrent branches can run without cross-talk; stale-run-dir detection warns in at least the daemon + web cases.
212,0,polylogue-703,3,task,open,polylogue-t46,,"One status assembly: daemon/status.py, cli/commands/status.py, and workload diagnostics converge","Status/health is computed at least three times: daemon/status.py (2,418 lines), cli/commands/status.py (1,892 lines, its own _table_exists and direct DB probing), and ops diagnostics workload.",
213,0,polylogue-7le,3,task,open,polylogue-t46,,Consolidate the three session->HTML paths,"Three independent renderers: rendering/renderers/html.py, the web shell's hand-rolled JS, and a third path (fables pass; re-verify inventory).",One HTML rendering entry point; web-shell and CLI HTML outputs diff-clean vs before (or intentionally improved with goldens updated); no duplicated block-type dispatch tables remain.
214,0,polylogue-8jg9.3,3,task,open,polylogue-8jg9,,SLO samples + idle-vs-stalled verdict: steady-state observability over convergence,"The honesty keystone for daemon observability: backlog>0 is a defect ONLY when work is offered and not draining — idle backlog and stalled backlog are different verdicts, and conflating them trains operators to ignore alerts.",Stalled reported only when offered-and-not-draining; bulk import does not fire ingest SLO; reducers degrade honestly on cold start (level-only); retention bounds table size.
215,0,polylogue-9e5.10,3,task,open,polylogue-9e5,,Resume/context efficacy eval (observational),"For sessions that actually were continuations: compare what get_resume_brief/compose_context_preamble WOULD have injected vs what the successor session actually had to rediscover (searches, re-reads of files the brief cites).","A committed analysis artifact over the live archive: n per arm, the 3-4 outcome proxies with uncertainty, confounders section, and a verdict on whether the controlled cfk result generalizes."
216,0,polylogue-9e5.11,3,task,open,polylogue-9e5,,Test-suite economics: coverage vs fix-density map,"248k test lines vs 229k product lines, yet the embedding-staleness defect was untested.",Committed matrix for every polylogue/ package; five concrete actions each with expected effect (minutes saved or risk covered); actions filed as beads or done inline.
217,0,polylogue-9e5.12,3,task,open,polylogue-9e5,,Schema-inference ROI: load-bearing or gold-plated?,"~13.5k lines in schemas/: trace what actually consumes generated packages at runtime vs test-time, and whether drift detection ever fired on a real provider change.",Per-provider verdict table committed with the three measurements; at least one simplify/tighten action executed or beaded; detector-order tests still green.
218,0,polylogue-9e5.13,3,task,open,polylogue-9e5,,Doc-vs-code drift diff -> one docs-correction PR,"Diff docs/ claims against established code truth: 'idempotent by content hash' phrasing vs the identity-hash fallback history, stale pathology docstring, blob_links naming, anything the deep-dive corrected that docs still assert.",Every reference doc swept; each stale claim fixed in the PR or beaded with reason; the extraction script committed so the sweep is repeatable.
219,0,polylogue-9e5.14,3,task,open,polylogue-9e5,,Facade decomposition map: which of api/archive.py's ~126 methods each surface uses,Call-graph CLI/MCP/daemon usage of the facade's methods; propose split boundaries along observed clusters rather than guessing.,Committed table covers 100% of the facade's public methods with consumer counts + verdicts; tests-only and zero-consumer methods explicitly listed (candidates for deletion).
220,1,polylogue-1fp,3,task,open,polylogue-t46,"polylogue-exb, polylogue-9e5.14",Facade decomposition: split api/archive.py into per-capability protocols,"api/archive.py is a 5,259-line, 126-method God-facade; every surface (CLI, MCP, daemon, devtools) imports the whole Polylogue object to use its own small slice.",
221,0,polylogue-9e5.15,3,task,open,polylogue-9e5,,Dead-code and script-silo sweep: coverage-informed removal audit,"231k lines of product code accumulated through fast agent-driven iteration statistically carries dead weight, and nothing hunts it systematically: unreferenced functions/branches survive because tests import broadly and mypy checks reachability, not use.",Audit artifact with the three-signal intersection committed; at least one batched deletion PR merged with net-negative diff and all gates green; scripts/ directory removed or reduced to zero Python; the lane is invocable via devtools and documented.
222,1,polylogue-9e5.16,3,task,open,polylogue-9e5,polylogue-9e5.14,Python API parity: the library surface audited against CLI/MCP capabilities,"The async library API (api/__init__.py, documented in library-api.md) is a promised public surface, but nothing checks that it kept pace: capabilities added CLI-first or MCP-first (followup_class queries, logical sessions, corrections, context images, embeddings ops, observed-event pipelines) may or may not be reachable from the library, and library-api.md may describe an older shape.",Capability matrix generated and committed as a rendered doc; every drifted row either fixed or documented as intentional; api-doc symbol check wired into verify; library-api.md accurate against the live facade.
223,0,polylogue-9e5.18,3,task,open,polylogue-9e5,,Wire atheris fuzz targets into CI,tests/fuzz exists but runs nowhere.,Scheduled workflow green on a first run; a seeded crash (assert False target) produces an artifact + notification path; README-of-fuzz documents adding a target.
224,0,polylogue-9e5.20,3,task,open,polylogue-9e5,,Flakiness tracking + quarantine lane,Flakiness is currently folklore (the 3.11 test_concurrent_reads_during_writes memory).,Flakiness ledger generated from existing artifacts; the known 3.11 flake appears in it; quarantine marker exists with lint requiring owner-bead ref; CI treats quarantined failures as warnings.
225,0,polylogue-9e5.21,3,task,open,polylogue-9e5,,Mock-depth measurement,"Measure where tests mock so deep they test the mocks: AST scan of tests/ counting patch targets per test, patch depth class (own-module boundary vs foreign-internal vs stdlib), and assert-on-mock ratio (asserts against Mock attrs vs real outputs).",Committed mock-depth report over tests/unit; three worst offenders converted to infra-backed tests with equal-or-better assertions; scan script re-runnable.
226,0,polylogue-9e5.22,3,task,open,polylogue-9e5,,Per-module coverage tracking (beyond aggregate floor),The 90% aggregate floor hides per-module holes (a 60% storage module offset by 99% rendering).,Per-package floors active in CI; lowering a module below its floor fails; worst-3 report visible in verify output; floors documented as ratchet policy.
227,0,polylogue-9e5.23,3,task,open,polylogue-9e5,,Extend coverage-manifest schema to accept bead: owners (retire gh#590 issue-refs),"devtools/verify_manifests.py coverage_gaps require an `issue:` (GH decimal) or `suppression:` and a strict schema forbids extra keys, so a `bead:` owner is rejected.",coverage manifests reference bead owners instead of gh#590; devtools verify manifests passes with `bead:` fields; the 9 gaps show their bead id.
228,0,polylogue-9e5.5,3,task,open,polylogue-9e5,,Exhaustive table read/write matrix -> dead-table kill list,Parse every SQL string in the repo; build writer/reader site counts for all ~54 tables.,Committed matrix covers every CREATE TABLE across all five tiers; each dead/zombie row has a verdict (drop in next bump / keep with reason / wire like at44); re-runnable script so the matrix cannot rot.
229,0,polylogue-9e5.6,3,task,open,polylogue-9e5,,Hash-boundary census: classify every digest producer/consumer,"Enumerate every digest producer (core/hashing.py, write.py _hash_bytes sites, blob store, snapshot fingerprints, paste evidence) and every consumer of a content_hash column; classify each comparison as meaningful or vacuous.",Committed census covers every hashlib/sha call site in polylogue/ (rg-verified count matches); each row states inclusion contract + consumer; the register-or-fail lint runs in devtools verify --quick or documented as follow-up.
230,0,polylogue-9e5.7,3,task,open,polylogue-9e5,,Daemon loop interaction model: lock/starvation map for the ~9 concurrent loops,"daemon/cli.py runs ~9 concurrent while-True loops (FTS merge, WAL checkpoint, drive catchup, convergence, health...) against the same SQLite set as live ingest.","Committed table covers every loop the daemon spawns (enumerated from daemon/cli.py startup, cross-checked against live polylogued thread/task dump); each starvation risk has evidence or an explicit not-reproducible note."
231,0,polylogue-9e5.8,3,task,open,polylogue-9e5,,Provider->Origin completion map: sequenced retirement plan,"Exact inventory of the 20+ remaining Provider imports, each classified wire-legitimate vs retirable, plus the non-injective GEMINI/DRIVE->AISTUDIO_DRIVE collapse consequences.",Committed sequence doc lists every provider-token surface with class + flip step; no step breaks public output byte-compat (goldens); final state = Provider importable only from wire modules (layering lint enforces).
232,0,polylogue-9e5.9,3,task,open,polylogue-9e5,,Heuristic accuracy benchmark: keyword classifiers vs hand-labeled truth,Hand-label ~100 sessions for work-event type and terminal state; score the keyword classifiers (extraction.py hard-coded confidences) against structural ground truth.,
233,1,polylogue-b0b.1,2,task,open,polylogue-b0b,"polylogue-9e5.3, polylogue-9e5.9",Fix substring false-positives in work-event keyword classifier + inventory activity-type label as heuristic-tier,"polylogue/archive/session/extraction.py:_text_signal_from_lowered_text (241-262) matches keyword tables with naive `pattern in lowered_text`, so tokens embed into unrelated words: 'fix'->prefix/suffix, 'test'->latest/contest, 'plan'->explanation/airplane, 'data'->update/validate/metadata, 'spec'->respect/inspect, 'move'->remove, 'config'->reconfigured.",1.
234,2,polylogue-b0b,2,task,open,,"polylogue-9e5.3, polylogue-9e5.9",Replace remaining keyword outcome/pathology heuristics with structural evidence,"Includes High-Value backlog: wherever detectors/insights still regex prose for outcomes, consume tool_result_is_error/exit_code instead, with per-origin coverage caveats where structure is absent.",Inventory table committed (module:line -> verdict); every CONVERT lands with a coverage caveat; every retained heuristic emits evidence_tier=text_derived; the fabrication fixture (prose claiming an event that structure contradicts) does not surface as fact on any public payload.
235,0,polylogue-9jsi,3,task,open,,,Polish search recall: pl_fold write/query symmetry + remove_diacritics 2 + measured trigram lane,"Real recall hole for the operator corpus: unicode61 alone does not fold the precomposed l-stroke, so latwo misses łatwo — and remove_diacritics CANNOT fix ł (not a combining-mark decomposition).",latwo/zrobilem hit seeded łatwo/zrobiłem; pl_fold idempotent + Python/SQL agree; DDL-site drift test; all MATCH builders normalized or explicitly out of scope; trigram off until benchmarked with size+precision report.
236,0,polylogue-9l5.19,3,task,open,polylogue-9l5,,Thinking-vs-doing drift: experimental coverage-gated measure of reasoning share vs tool-active share,"Early signal that a model got worse (or a harness got wasteful) for YOUR work: compare reasoning/thinking effort against tool-active time, trended by model family, repo, workflow shape, and month.",Measure registered with coverage gate semantics (per-provider availability matrix); emits insufficient_evidence rather than fabricating where fields are absent; a trend query by model/month works over the live archive; no composite score surface.
237,1,polylogue-9l5.13,2,task,open,polylogue-9l5,polylogue-9l5.19,activity_spans materializer: edit/test/build/idle/delegate intervals with evidence tiers,"The missing bridge between raw structure and ""so what"": a derived queryable relation of time-bounded work spans composed OVER existing substrate (actions keystone fields, phases 5-min-gap intervals, weak work-event labels, observed events, run projection) — a normalizer/composer, not a new capture pipeline.",Seeded corpus produces spans with evidence refs; >threshold gaps are idle spans; structural test failure yields kind=test outcome=failed; activity-spans where session.repo:X | group by kind | sum duration_ms works (DSL terminal unit + fields registered as part of this bead); heuristic-classified spans carry the tier visibly.
238,2,polylogue-9l5.14,3,task,open,polylogue-9l5,polylogue-9l5.13,Efficiency measure pack v1: scorecard vector over spans/episodes/delegations — no magic score,"Register over activity_spans + tool_episodes + delegations (1vpm.1): active_time_ratio, idle_gap_ratio, edit_test_cycle_count, failure_recovery_latency (failed test/command -> next structural success), silent_proceed_after_failure_rate (the hero-finding measure, productized), verification_after_edit_rate, tool_failure_rate, cost_per_structural_success, delegation_fanout/return_latency/used_result_rate/rework_rate, context_churn_ratio.",Each measure has a full registry row (construct/formula/frame/tier/confounds/suppress-when per 9l5.7); cross-origin comparison without coverage labels refuses; scorecard renders on the seeded corpus with footnotes.
239,1,polylogue-9l5.7.1,3,task,open,polylogue-9l5.7,polylogue-9l5.19,Tag Layer-0 substrate insight payloads with evidence_tier so consumers can read rule-heuristic vs structural confidence,"The pre-existing Layer-0 payloads (WorkEvent, SessionInferencePayload, SessionEnrichmentPayload, workflow_shape, terminal_state) expose a bare `confidence: float` to MCP/API/dashboard consumers.",1.
240,2,polylogue-9l5.7,2,feature,open,polylogue-9l5,polylogue-9l5.19,Statistics substrate + measure registry: uncertainty primitives with construct-validity metadata,The keystone of the analytics tower.,polylogue/analytics/stats.py exists with property tests (hypothesis: interval coverage on synthetic distributions).
241,3,polylogue-9l5.8,2,feature,open,polylogue-9l5,polylogue-9l5.7,"Temporal analytics: trends, rolling baselines, changepoint detection","The archive spans years of daily work but has no time-axis analytics beyond day/week summaries: no trend ('is my silent-proceed rate improving?'), no baseline ('is today's cost anomalous vs my trailing month?'), no changepoint ('did failure rates shift when I switched models / enabled hooks / upgraded the harness?').",A series stage composes with any registered measure on the seeded corpus.
242,3,polylogue-stc,2,feature,open,polylogue-9l5,polylogue-9l5.7,"Experiment hosting: declared arms, preregistered metrics, paired analysis, agent-buildable","Generalize what cfk/jxe did by hand into substrate: an experiment is a first-class declared object — hypothesis, arms, assignment rule, PREREGISTERED metrics (declared before data collection, timestamped — the construct-validity teeth), sample-size intent, analysis plan — and the archive hosts its lifecycle: assignment, observation collection (sessions tagged to arms), paired/grouped analysis through the measure registry, and a cold-reader-gateable report.",cfk's protocol is expressible as an ExperimentSpec and its analysis reproduces via experiment analyze.
243,0,polylogue-9yz,3,task,open,polylogue-fnm,,Named bounded-dialogue layout for operator-readable windows,DEMO-RADAR open question: chatlog export currently uses a first-window bounded dialogue projection; make it a reusable named layout (read-view/render profile) — bounded operator-readable dialogue window with explicit elision markers — instead of an ad-hoc max_tokens cap in one workspace command.,
244,0,polylogue-a7xr.13,3,task,open,polylogue-a7xr,,"api/contracts write-surface shadow adapters verify copies, not surfaces — delete or re-anchor","Abstraction audit: api/contracts/ (8 files, 977 LOC) write-surface protocols (IngestSurface, MaintenanceSurface, TagMutationSurface, SessionDeleteSurface) have zero consumers outside the package; the adapters are constructed only in the two contract test files.",Either assert_implements binds to real handler objects (test proves a signature drift in cli/commands/ fails the contract) or api/contracts/ is deleted with intent recorded; no shadow adapter remains that reimplements handler logic.
245,0,polylogue-a7xr.16,3,task,open,polylogue-a7xr,,Table-drive the hand-aligned column triplicates in archive_tiers write/read hot core,"Abstraction audit: archive_tiers/write.py:1420-1430 hand-aligns a 30-column messages INSERT to 30 placeholders, blocks tuple-yield at :1498-1504 must stay positionally synced by hand; archive.py:4898-5780 has 14 query_* methods with 388 hand-written row[col] accessors.",One source of truth per table's column order; INSERT/SELECT built from it; crud + property tests green; a deliberate column reorder in the dataclass produces correct SQL (test).
246,0,polylogue-a7xr.4,3,task,open,polylogue-a7xr,,One percentile implementation: three algorithms across five copies skew operator-facing stats,"Divergence audit: _percentile exists 5x with three algorithms — linear interpolation (daemon/status.py:1306, daemon/live_ingest_attempt_progress.py:167, daemon/cursor_lag_baseline.py:320), nearest-rank q-in-[0,1] (insights/portfolio.py:107), nearest-rank p-in-[0,100] (archive/semantic/timing.py:37).",One implementation; five sites import it; a small-sample fixture (n=5) yields identical p95 across status/portfolio/timing paths (test).
247,0,polylogue-a7xr.7,3,task,open,polylogue-a7xr,,Role synonym vocabulary maintained by hand in two directions + normalize_role name collision,core/enums.py:127-134 Role.normalize maps synonyms->canonical; archive/message/roles.py:18-24 ROLE_SQL_VALUES holds the SAME sets inverted for SQL role-filter expansion.,One synonym table; SQL expansion derived; rename done with call sites updated; coupling test in place.
248,0,polylogue-a7xr.8,3,task,open,polylogue-a7xr,,Index-tier sibling-path derivation pasted ~7x with divergent existence rules,"Seven daemon/CLI sites re-derive 'the index.db next to this anchor' with different fallback behavior — provenance.py:194 uses the path even when absent, fts_status.py:156 returns None when missing, embedding_backlog.py:60 builds a candidate list + requires a sessions table — while paths/_roots.py:76 already exports resolve_active_index_db_path.",One derivation; seven sites swept; a missing-index fixture yields the SAME verdict from every status surface (test).
249,0,polylogue-bby.1,3,task,open,polylogue-bby,,Workbench responsive under slow/missing routes,Truthful partial/stale/error state instead of blocking or silently failing; fast initial results.,
250,2,polylogue-bby.10,3,task,open,polylogue-bby,"polylogue-20d.12, polylogue-20d.13",Timeline and firehose: the archive as a scrubbable stream,"Raw-log 05-09, uncaptured: (1) a scrubbable TIMELINE of all AI activity — sessions as spans on a time axis (lane per origin/repo), zoomable months-to-minutes where zoom changes semantic density (year: heat; week: session spans; hour: message/tool events) — 'what was happening around X' as a navigable surface; (2) the FIREHOSE — everything at full detail from all live sessions, one merged auto-scrolling stream (mission control bby.9 shows structure; the firehose shows content).",Timeline scrubs year-to-hour on the live archive without raw scans (cache hits verified); scrub selection produces the DSL window predicate; firehose renders merged live sessions via SSE; 60fps interaction on the operator machine.
251,0,polylogue-c9y,3,task,open,polylogue-a7xr,,Package topology legibility: boundary doctrine for the 28-package tree + insights/analytics vocabulary,"polylogue/ has 28 top-level subpackages plus 10 loose top-level modules, and the boundaries between several are folklore: archive/ vs storage/ vs operations/ vs maintenance/ (four places 'where does archive-adjacent logic go?' can land), surfaces/ vs rendering/ vs ui/ vs cli/ (presentation split four ways, with surfaces/payloads.py as a 2.9k-line God-module), core/ vs types.py vs protocols.py vs errors.py (four homes for shared types).","Placement doctrine with decision procedure + examples committed; insights-vs-analytics rule recorded before the measure registry merges; core/ absorbs the loose type/protocol/error modules (imports updated, mypy green); topology-target.yaml reflects the target and verify topology passes; 'where does X go' for five hypothetical modules is answerable from the doc alone (reviewed as part of the PR)."
252,0,polylogue-ca4,3,task,open,,,Decision: DuckDB as the optional OLAP engine over the archive,"The analytics tower will stress SQLite's analytical ceiling: window functions exist but columnar scans, percentile_cont, grouping sets, and vectorized aggregation over millions of block rows are where DuckDB is 10-100x.","Probe artifact with the 5-query benchmark table (wall/RSS/parity) on the live archive committed under .local/ + summarized in the bead close reason; decision recorded; if adopted, one heavy measure demonstrates dual lowering with identical results on the seeded corpus."
253,0,polylogue-cpf.1,3,task,open,polylogue-cpf,,Doctrine lint: reject TEXT timestamps in new durable DDL,"WHY: TEXT timestamps in durable DDL re-introduce the exact ambiguity the four-time-kinds doctrine exists to kill (tz-unknown, lexicographic-vs-temporal sort divergence).",A test DDL adding a TEXT timestamp column fails the lint; existing INTEGER epoch-ms columns pass.
254,0,polylogue-cpf.2,3,task,open,polylogue-cpf,,Doctrine: writer-class docstring convention + layering check,"WHY: writer-class modules carry implicit invariants (single-writer, tier ownership, twin-sync) that new contributors/agents violate silently; a docstring convention + layering check makes the contract visible where the code is edited.",A file declaring two writer classes fails the check; single-class files pass.
255,0,polylogue-cpf.3,3,task,open,polylogue-cpf,,Doctrine: injected-context trust deny-lexicon tripwire fixture,"WHY: injected context (recall packs, preambles, assertions) is a prompt-injection surface — a deny-lexicon tripwire fixture set proves the trust boundary holds as the injection surfaces multiply (37t rollout makes this load-bearing).",A fixture where QUOTED content contains an OPERATOR-style directive is caught by the tripwire test.
