order,wave,id,priority,issue_type,status,title,root,parent,release,release_name,lane,original_readiness_grade,upgraded_readiness_grade,had_acceptance_criteria,acceptance_patch_added,verification_lane,proof_artifact_path,security_impact,data_loss_impact,migration_impact,public_claim_impact
150,0,polylogue-bby.8,2,feature,open,"Web reader perceived performance: virtualized list, streamed search, optimistic navigation",polylogue-bby,polylogue-bby,H-web-cockpit,Web evidence cockpit,web-evidence-cockpit,A-implementation-ready,A-implementation-ready,True,False,"web visual smoke, slow-route state fixture, basket-to-citable-export proof",artifacts/H-web-cockpit/polylogue-bby.8.md,False,False,False,False
151,0,polylogue-da1,2,feature,open,Provider format-drift sentinel: detect upstream export-shape changes from live ingest,polylogue-da1,,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,A-implementation-ready,A-implementation-ready,True,False,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-da1.md,False,False,False,False
152,0,polylogue-dmp,2,feature,open,polylogue note: zero-friction memory capture from the terminal,polylogue-dmp,,D-agent-context-coordination,"Agent context, memory, and coordination",context-memory,A-implementation-ready,A-implementation-ready,True,False,context scheduler ledger fixture and candidate judgment queue proof,artifacts/D-agent-context-coordination/polylogue-dmp.md,False,False,False,False
153,0,polylogue-f2qv.3,2,feature,open,Dual cost view: API-list-equivalent and subscription-credit reported separately,polylogue-f2qv,polylogue-f2qv,A-trust-floor,Trust floor,usage-cost-honesty,B-local-inspection-needed,B-local-inspection-needed,True,False,usage/cost reconciliation report with disjoint lanes and empty-evidence tests,artifacts/A-trust-floor/polylogue-f2qv.3.md,False,False,False,True
154,1,polylogue-fnm.1,2,feature,open,Aggregates beyond count (sum/avg/min/max/percentiles),polylogue-fnm,polylogue-fnm,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,A-implementation-ready,A-implementation-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-fnm.1.md,False,False,False,False
155,0,polylogue-fnm.10,2,feature,open,fields/select stage with parent-field projection (first real Transform),polylogue-fnm,polylogue-fnm,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,A-implementation-ready,A-implementation-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-fnm.10.md,False,False,False,False
156,0,polylogue-fnm.12,2,feature,open,"User-defined query macros: named, composable DSL shorthands in user.db",polylogue-fnm,polylogue-fnm,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,A-implementation-ready,A-implementation-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-fnm.12.md,False,False,True,False
157,0,polylogue-fnm.13,2,feature,open,Set-algebra over query results: union/intersect/except between queries,polylogue-fnm,polylogue-fnm,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,B-local-inspection-needed,B-local-inspection-needed,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-fnm.13.md,False,False,False,False
158,0,polylogue-fnm.14,2,feature,open,find <query> | compact: token-budgeted corpus-compaction projection with drop manifest,polylogue-fnm,polylogue-fnm,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,B-local-inspection-needed,B-local-inspection-needed,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-fnm.14.md,False,False,False,False
159,0,polylogue-fnm.2,2,feature,open,Projection predicates/windows + render/layout stages on attached units,polylogue-fnm,polylogue-fnm,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,A-implementation-ready,A-implementation-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-fnm.2.md,False,False,False,False
160,0,polylogue-fnm.4,2,feature,open,Shell completion + fuzzy selection as read-only projections of the grammar registries,polylogue-fnm,polylogue-fnm,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,A-implementation-ready,A-implementation-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-fnm.4.md,False,False,False,False
161,0,polylogue-fnm.6,2,feature,open,Wire the terminal stage to projections: | read / | context-image,polylogue-fnm,polylogue-fnm,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,A-implementation-ready,A-implementation-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-fnm.6.md,False,False,False,False
162,0,polylogue-fs1.4,2,feature,open,Report: polylogue forensics for Hermes sessions,polylogue-fs1,polylogue-fs1,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,C-needs-acceptance-criteria,A-implementation-ready,False,True,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-fs1.4.md,False,False,False,False
163,0,polylogue-kph,2,feature,open,Provenance-carrying PRs: attach the authoring session's postmortem bundle,polylogue-s7ae,polylogue-s7ae,D-agent-context-coordination,"Agent context, memory, and coordination",agent-coordination,A-implementation-ready,A-implementation-ready,True,False,two-agent separate-worktree proof with before/after coordination envelopes,artifacts/D-agent-context-coordination/polylogue-kph.md,False,False,False,False
164,0,polylogue-mhx.1,2,feature,open,"Provider abstraction: one OpenAI-compatible embedding client, local and cloud, model registry in meta",polylogue-mhx,polylogue-mhx,J-embeddings-retrieval,Embeddings and semantic retrieval,embeddings-retrieval,A-implementation-ready,A-implementation-ready,True,False,"FTS/vector/hybrid retrieval eval, provider abstraction tests, bounded-vector-work fixture",artifacts/J-embeddings-retrieval/polylogue-mhx.1.md,False,False,False,False
165,1,polylogue-37t.5,2,feature,open,Local embedding lane via OpenAI-compatible provider (LiteLLM gateway),polylogue-37t,polylogue-37t,J-embeddings-retrieval,Embeddings and semantic retrieval,embeddings-retrieval,C-needs-acceptance-criteria,A-implementation-ready,False,True,"FTS/vector/hybrid retrieval eval, provider abstraction tests, bounded-vector-work fixture",artifacts/J-embeddings-retrieval/polylogue-37t.5.md,False,False,False,False
166,0,polylogue-mhx.2,2,feature,open,"Embedding target policy: what gets a vector, at what granularity, at what cost",polylogue-mhx,polylogue-mhx,J-embeddings-retrieval,Embeddings and semantic retrieval,embeddings-retrieval,A-implementation-ready,A-implementation-ready,True,False,"FTS/vector/hybrid retrieval eval, provider abstraction tests, bounded-vector-work fixture",artifacts/J-embeddings-retrieval/polylogue-mhx.2.md,False,False,False,False
167,1,polylogue-mhx.4,2,feature,open,Semantic recall leg in context compilation: the memory actually retrieves,polylogue-mhx,polylogue-mhx,J-embeddings-retrieval,Embeddings and semantic retrieval,embeddings-retrieval,A-implementation-ready,A-implementation-ready,True,False,"FTS/vector/hybrid retrieval eval, provider abstraction tests, bounded-vector-work fixture",artifacts/J-embeddings-retrieval/polylogue-mhx.4.md,False,False,False,False
168,0,polylogue-o21,2,feature,open,"Extension-point ergonomics: declare-once registries, scaffolds, actionable completeness errors",polylogue-o21,,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,A-implementation-ready,A-implementation-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-o21.md,False,False,True,False
169,1,polylogue-2qx,2,feature,open,"OriginSpec: one package per origin, dispatch order derived from declared strictness",polylogue-l4kf,polylogue-l4kf,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,C-needs-acceptance-criteria,A-implementation-ready,False,True,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-2qx.md,False,False,True,False
170,0,polylogue-opc,2,feature,open,Self-tracing: the daemon's own spans land in its own archive,polylogue-20d,polylogue-20d,G-live-performance,"Live intake, capture, daemon, and interactive performance",interactive-performance,A-implementation-ready,A-implementation-ready,True,False,"named SLO report, daemon hot-path benchmark, push/cache invalidation tests",artifacts/G-live-performance/polylogue-opc.md,False,False,True,False
171,0,polylogue-oxz,2,feature,open,"Performance instrumentation doctrine: slow-query log, phase timings, logging discipline",polylogue-20d,polylogue-20d,G-live-performance,"Live intake, capture, daemon, and interactive performance",interactive-performance,A-implementation-ready,A-implementation-ready,True,False,"named SLO report, daemon hot-path benchmark, push/cache invalidation tests",artifacts/G-live-performance/polylogue-oxz.md,False,False,True,False
172,0,polylogue-p5g,2,feature,open,polylogue judge: interactive candidate triage in the terminal,polylogue-37t,polylogue-37t,D-agent-context-coordination,"Agent context, memory, and coordination",agent-coordination,A-implementation-ready,A-implementation-ready,True,False,two-agent separate-worktree proof with before/after coordination envelopes,artifacts/D-agent-context-coordination/polylogue-p5g.md,False,False,False,False
173,0,polylogue-ptx,2,feature,open,"Browser-capture posting channel: un-gate, with attachments",polylogue-bby,polylogue-bby,H-web-cockpit,Web evidence cockpit,web-evidence-cockpit,A-implementation-ready,A-implementation-ready,True,False,"web visual smoke, slow-route state fixture, basket-to-citable-export proof",artifacts/H-web-cockpit/polylogue-ptx.md,False,True,False,False
174,0,polylogue-rii.1,2,feature,open,Agent work-event write-leg -> session_events -> materialized read-models,polylogue-rii,polylogue-rii,D-agent-context-coordination,"Agent context, memory, and coordination",agent-coordination,A-implementation-ready,A-implementation-ready,True,False,two-agent separate-worktree proof with before/after coordination envelopes,artifacts/D-agent-context-coordination/polylogue-rii.1.md,False,False,False,False
175,1,polylogue-rii.2,2,feature,open,Materialize hook events + OTLP spans into queryable evidence,polylogue-rii,polylogue-rii,D-agent-context-coordination,"Agent context, memory, and coordination",agent-coordination,C-needs-acceptance-criteria,A-implementation-ready,False,True,two-agent separate-worktree proof with before/after coordination envelopes,artifacts/D-agent-context-coordination/polylogue-rii.2.md,False,False,False,False
176,0,polylogue-yrx,2,feature,open,Session changes view: per-session diff/changelog composed from edit evidence,polylogue-bby,polylogue-bby,H-web-cockpit,Web evidence cockpit,web-evidence-cockpit,A-implementation-ready,A-implementation-ready,True,False,"web visual smoke, slow-route state fixture, basket-to-citable-export proof",artifacts/H-web-cockpit/polylogue-yrx.md,False,False,False,False
177,1,polylogue-f2qv,2,epic,open,"Provider usage & cost honesty: disjoint token lanes, one pricing source, dual cost view",polylogue-f2qv,,A-trust-floor,Trust floor,security-privacy,A-implementation-ready,A-implementation-ready,True,False,negative Host/Origin/token/spool/security fixture suite,artifacts/A-trust-floor/polylogue-f2qv.md,True,False,False,False
178,2,polylogue-jlme,2,epic,open,"Capture extension: reliability, coverage, and in-page presence",polylogue-jlme,,G-live-performance,"Live intake, capture, daemon, and interactive performance",capture-reliability,A-implementation-ready,A-implementation-ready,True,False,"extension smoke, concurrent spool/dedup test, capture-gap event fixture",artifacts/G-live-performance/polylogue-jlme.md,False,False,False,False
179,0,polylogue-at44,3,bug,open,"user_settings table is dead: DDL + migration 004 exist, zero runtime read/write helpers",polylogue-at44,,E-variants-preferences,"Content variants, preferences, and transformed views",variants-preferences,D-horizon-ready,D-horizon-ready,True,False,mixed-language variant fixture with source/variant/alignment rendering in CLI/web/MCP,artifacts/E-variants-preferences/polylogue-at44.md,False,False,True,False
180,0,polylogue-mhx.7,3,bug,open,Two live vec0 DDL definitions: unify to one canonical embeddings table-creation path,polylogue-mhx,polylogue-mhx,J-embeddings-retrieval,Embeddings and semantic retrieval,embeddings-retrieval,D-horizon-ready,D-horizon-ready,True,False,"FTS/vector/hybrid retrieval eval, provider abstraction tests, bounded-vector-work fixture",artifacts/J-embeddings-retrieval/polylogue-mhx.7.md,False,False,True,False
181,0,polylogue-tf0e,3,bug,open,Generic-messages parser fallback drops available created_at/updated_at,polylogue-tf0e,,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,D-horizon-ready,D-horizon-ready,True,False,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-tf0e.md,False,False,False,False
182,0,polylogue-xnkf,3,bug,open,actions view fans out on duplicate tool_ids: one logical action becomes up to NxM rows,polylogue-xnkf,,A-trust-floor,Trust floor,usage-cost-honesty,D-horizon-ready,D-horizon-ready,True,False,usage/cost reconciliation report with disjoint lanes and empty-evidence tests,artifacts/A-trust-floor/polylogue-xnkf.md,False,False,True,True
183,0,polylogue-013x,3,task,open,search_text excludes Write-tool file bodies (tool_input.$.content) — undocumented coverage gap,polylogue-013x,,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,D-horizon-ready,D-horizon-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-013x.md,False,False,False,False
184,0,polylogue-0dz,3,task,open,Chunked/streaming read-package layout for huge exports,polylogue-0dz,,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,D-horizon-ready,D-horizon-ready,True,False,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-0dz.md,False,False,False,False
185,2,polylogue-1hj,3,task,open,Blackboard as agent comms: cross-session messages that actually arrive,polylogue-s7ae,polylogue-s7ae,D-agent-context-coordination,"Agent context, memory, and coordination",agent-coordination,D-horizon-ready,D-horizon-ready,True,False,two-agent separate-worktree proof with before/after coordination envelopes,artifacts/D-agent-context-coordination/polylogue-1hj.md,False,False,True,False
186,4,polylogue-s7ae,1,epic,open,Agent coordination substrate: evidence-backed multi-agent work without tracker lock-in,polylogue-s7ae,,D-agent-context-coordination,"Agent context, memory, and coordination",agent-coordination,A-implementation-ready,A-implementation-ready,True,False,two-agent separate-worktree proof with before/after coordination envelopes,artifacts/D-agent-context-coordination/polylogue-s7ae.md,False,False,False,False
187,0,polylogue-1vpm.3,3,task,open,"Generic artifact edges: produced/consumed/mentioned/reported_by/derived_from across sessions, runs, delegations",polylogue-1vpm,polylogue-1vpm,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,D-horizon-ready,D-horizon-ready,True,False,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-1vpm.3.md,False,False,False,True
188,0,polylogue-1vpm.5,3,task,open,Correction-edge runtime query: resolve correction assertions to corrected blocks/tools/models,polylogue-1vpm,polylogue-1vpm,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,D-horizon-ready,D-horizon-ready,True,False,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-1vpm.5.md,False,False,True,True
189,1,polylogue-1vpm,2,epic,open,"Work-graph units: delegation, episode, artifact edges — the derived units between lineage and analysis",polylogue-1vpm,,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,B-local-inspection-needed,B-local-inspection-needed,True,False,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-1vpm.md,False,False,False,True
190,0,polylogue-20d.11,3,task,open,"Read-profile mmap tuning: raise READ_MMAP, lower double-buffering cache",polylogue-20d,polylogue-20d,G-live-performance,"Live intake, capture, daemon, and interactive performance",interactive-performance,E-spec-needed,D-horizon-ready,False,True,"named SLO report, daemon hot-path benchmark, push/cache invalidation tests",artifacts/G-live-performance/polylogue-20d.11.md,False,False,False,False
191,0,polylogue-20d.16,3,task,open,Performance/throughput scenario family,polylogue-20d,polylogue-20d,G-live-performance,"Live intake, capture, daemon, and interactive performance",interactive-performance,D-horizon-ready,D-horizon-ready,True,False,"named SLO report, daemon hot-path benchmark, push/cache invalidation tests",artifacts/G-live-performance/polylogue-20d.16.md,False,False,False,False
192,0,polylogue-20d.7,3,task,open,EQP sweep + dbstat census on a live-archive copy,polylogue-20d,polylogue-20d,G-live-performance,"Live intake, capture, daemon, and interactive performance",live-substrate,E-spec-needed,D-horizon-ready,False,True,"live-ingest fixture, event materialization proof, status/liveness report",artifacts/G-live-performance/polylogue-20d.7.md,False,False,True,False
193,1,polylogue-iec,2,task,open,Schema optimization audit: storage shape earns its bytes and its reads,polylogue-iec,,B-storage-rebuild-bytes,"Storage, rebuild, and byte-integrity floor",blob-integrity,A-implementation-ready,A-implementation-ready,True,False,"leased-blob race fixture, blob-reference resolver report, SHA-256 restore/compression proof",artifacts/B-storage-rebuild-bytes/polylogue-iec.md,False,True,True,False
194,1,polylogue-20d.8,3,task,open,Bound claim-vs-evidence regen latency (43s on live archive),polylogue-20d,polylogue-20d,G-live-performance,"Live intake, capture, daemon, and interactive performance",interactive-performance,E-spec-needed,D-horizon-ready,False,True,"named SLO report, daemon hot-path benchmark, push/cache invalidation tests",artifacts/G-live-performance/polylogue-20d.8.md,False,False,False,False
195,2,polylogue-20d,2,epic,open,Interactive performance: the front door answers in interactive time,polylogue-20d,,G-live-performance,"Live intake, capture, daemon, and interactive performance",interactive-performance,A-implementation-ready,A-implementation-ready,True,False,"named SLO report, daemon hot-path benchmark, push/cache invalidation tests",artifacts/G-live-performance/polylogue-20d.md,False,False,True,False
196,0,polylogue-212.5,3,task,open,D5 'The session that watched itself': live capture proof,polylogue-212,polylogue-212,L-external-legibility,"External legibility, demos, and launch",docs-demos-launch,D-horizon-ready,D-horizon-ready,True,False,"one-command demo log, claims-ledger coverage report, install matrix, cold-reader proof",artifacts/L-external-legibility/polylogue-212.5.md,False,False,False,True
197,1,polylogue-212.6,3,task,open,D8 'Pick up where I left off': abandoned-session triage to live continuation,polylogue-212,polylogue-212,L-external-legibility,"External legibility, demos, and launch",docs-demos-launch,E-spec-needed,D-horizon-ready,False,True,"one-command demo log, claims-ledger coverage report, install matrix, cold-reader proof",artifacts/L-external-legibility/polylogue-212.6.md,False,False,False,True
198,0,polylogue-212.9,3,task,open,Fable-as-Foreman: subagent-delegation rhetoric report (the X-post demo),polylogue-212,polylogue-212,L-external-legibility,"External legibility, demos, and launch",docs-demos-launch,D-horizon-ready,D-horizon-ready,True,False,"one-command demo log, claims-ledger coverage report, install matrix, cold-reader proof",artifacts/L-external-legibility/polylogue-212.9.md,False,False,False,True
199,1,polylogue-212.7,2,task,open,Demo Finding Packet contract + prompt runner + registry manifest,polylogue-212,polylogue-212,L-external-legibility,"External legibility, demos, and launch",docs-demos-launch,A-implementation-ready,A-implementation-ready,True,False,"one-command demo log, claims-ledger coverage report, install matrix, cold-reader proof",artifacts/L-external-legibility/polylogue-212.7.md,False,False,False,True
200,2,polylogue-212,2,epic,open,Demo portfolio: construct-valid demos (D1/D2/D4/D5/D8 + post-hoc forensic Q&A),polylogue-212,,L-external-legibility,"External legibility, demos, and launch",docs-demos-launch,A-implementation-ready,A-implementation-ready,True,False,"one-command demo log, claims-ledger coverage report, install matrix, cold-reader proof",artifacts/L-external-legibility/polylogue-212.md,False,False,False,True
201,0,polylogue-37t.13,3,task,open,Revisit beads<->assertions boundary once beads-history ingestion (7fj) lands,polylogue-37t,polylogue-37t,D-agent-context-coordination,"Agent context, memory, and coordination",agent-coordination,D-horizon-ready,D-horizon-ready,True,False,two-agent separate-worktree proof with before/after coordination envelopes,artifacts/D-agent-context-coordination/polylogue-37t.13.md,False,False,False,False
202,0,polylogue-37t.16,3,task,open,Claim-kind -> allowed grounding-class compatibility registry,polylogue-37t,polylogue-37t,D-agent-context-coordination,"Agent context, memory, and coordination",agent-coordination,D-horizon-ready,D-horizon-ready,True,False,two-agent separate-worktree proof with before/after coordination envelopes,artifacts/D-agent-context-coordination/polylogue-37t.16.md,False,False,False,False
203,0,polylogue-37t.17,3,task,open,Read-access log + memory-utility analytics: which injected memories earn their tokens,polylogue-37t,polylogue-37t,D-agent-context-coordination,"Agent context, memory, and coordination",context-memory,D-horizon-ready,D-horizon-ready,True,False,context scheduler ledger fixture and candidate judgment queue proof,artifacts/D-agent-context-coordination/polylogue-37t.17.md,False,False,True,False
204,1,polylogue-3tl.10,3,task,open,Launch kit: announcement artifacts prepared so publication is one decision,polylogue-3tl,polylogue-3tl,L-external-legibility,"External legibility, demos, and launch",docs-demos-launch,E-spec-needed,D-horizon-ready,False,True,"one-command demo log, claims-ledger coverage report, install matrix, cold-reader proof",artifacts/L-external-legibility/polylogue-3tl.10.md,False,False,False,True
205,0,polylogue-3tl.14,3,task,open,Fix FTS + entry-point doc drift: internals.md describes external-content FTS; CLAUDE.md misdescribes operations/archive.py,polylogue-3tl,polylogue-3tl,L-external-legibility,"External legibility, demos, and launch",docs-demos-launch,D-horizon-ready,D-horizon-ready,True,False,"one-command demo log, claims-ledger coverage report, install matrix, cold-reader proof",artifacts/L-external-legibility/polylogue-3tl.14.md,False,False,True,True
206,0,polylogue-3tl.15,3,task,open,"Anti-grep proof card: the ""why not grep ~/.claude"" answer, grounded in one finding",polylogue-3tl,polylogue-3tl,L-external-legibility,"External legibility, demos, and launch",docs-demos-launch,D-horizon-ready,D-horizon-ready,True,False,"one-command demo log, claims-ledger coverage report, install matrix, cold-reader proof",artifacts/L-external-legibility/polylogue-3tl.15.md,False,False,False,True
207,0,polylogue-3tl.3,3,task,open,"Claim-vs-evidence leaderboard variant (multi-model, incl. open models)",polylogue-3tl,polylogue-3tl,L-external-legibility,"External legibility, demos, and launch",docs-demos-launch,E-spec-needed,D-horizon-ready,False,True,"one-command demo log, claims-ledger coverage report, install matrix, cold-reader proof",artifacts/L-external-legibility/polylogue-3tl.3.md,False,False,False,True
208,0,polylogue-3tl.8,3,task,open,GitHub surface polish: the repo page itself is a landing page,polylogue-3tl,polylogue-3tl,L-external-legibility,"External legibility, demos, and launch",docs-demos-launch,E-spec-needed,D-horizon-ready,False,True,"one-command demo log, claims-ledger coverage report, install matrix, cold-reader proof",artifacts/L-external-legibility/polylogue-3tl.8.md,False,False,False,True
209,2,polylogue-4ts.7,3,task,open,"Physical session identity collision beneath origin collapse: same native_id, two source families, one row",polylogue-4ts,polylogue-4ts,F-lineage-compaction,Lineage truth and compaction recovery,lineage-compaction,D-horizon-ready,D-horizon-ready,True,False,branch/shared-prefix/compaction/truncation fixture matrix and regrounding proof,artifacts/F-lineage-compaction/polylogue-4ts.7.md,False,False,True,False
210,3,polylogue-4ts,1,epic,open,"Session lineage truth: shared content stored once, counted once, composed correctly",polylogue-4ts,,F-lineage-compaction,Lineage truth and compaction recovery,lineage-compaction,B-local-inspection-needed,B-local-inspection-needed,True,False,branch/shared-prefix/compaction/truncation fixture matrix and regrounding proof,artifacts/F-lineage-compaction/polylogue-4ts.md,False,False,False,False
211,0,polylogue-5en,3,task,open,Branch-local daemon/web/extension dev loops: verify remaining AC and close out,polylogue-5en,,G-live-performance,"Live intake, capture, daemon, and interactive performance",capture-reliability,D-horizon-ready,D-horizon-ready,True,False,"extension smoke, concurrent spool/dedup test, capture-gap event fixture",artifacts/G-live-performance/polylogue-5en.md,False,False,False,False
212,0,polylogue-703,3,task,open,"One status assembly: daemon/status.py, cli/commands/status.py, and workload diagnostics converge",polylogue-t46,polylogue-t46,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,E-spec-needed,D-horizon-ready,False,True,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-703.md,False,False,True,False
213,0,polylogue-7le,3,task,open,Consolidate the three session->HTML paths,polylogue-t46,polylogue-t46,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,D-horizon-ready,D-horizon-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-7le.md,False,False,False,False
214,0,polylogue-8jg9.3,3,task,open,SLO samples + idle-vs-stalled verdict: steady-state observability over convergence,polylogue-8jg9,polylogue-8jg9,B-storage-rebuild-bytes,"Storage, rebuild, and byte-integrity floor",storage-rebuild-scale,D-horizon-ready,D-horizon-ready,True,False,"large-corpus rebuild probe, blue-green generation swap proof, WAL/resource envelope report",artifacts/B-storage-rebuild-bytes/polylogue-8jg9.3.md,False,True,True,False
215,0,polylogue-9e5.10,3,task,open,Resume/context efficacy eval (observational),polylogue-9e5,polylogue-9e5,A-trust-floor,Trust floor,agent-write-safety,D-horizon-ready,D-horizon-ready,True,False,candidate assertion write-path tests and rejected-candidate resurrection guard,artifacts/A-trust-floor/polylogue-9e5.10.md,True,False,False,False
216,0,polylogue-9e5.11,3,task,open,Test-suite economics: coverage vs fix-density map,polylogue-9e5,polylogue-9e5,A-trust-floor,Trust floor,evidence-honesty,D-horizon-ready,D-horizon-ready,True,False,"rigor-audit coverage report, evidence-contract tests, not-supported/unknown rendering fixture",artifacts/A-trust-floor/polylogue-9e5.11.md,False,False,False,True
217,0,polylogue-9e5.12,3,task,open,Schema-inference ROI: load-bearing or gold-plated?,polylogue-9e5,polylogue-9e5,A-trust-floor,Trust floor,evidence-honesty,D-horizon-ready,D-horizon-ready,True,False,"rigor-audit coverage report, evidence-contract tests, not-supported/unknown rendering fixture",artifacts/A-trust-floor/polylogue-9e5.12.md,False,False,True,True
218,0,polylogue-9e5.13,3,task,open,Doc-vs-code drift diff -> one docs-correction PR,polylogue-9e5,polylogue-9e5,A-trust-floor,Trust floor,blob-integrity,D-horizon-ready,D-horizon-ready,True,False,"leased-blob race fixture, blob-reference resolver report, SHA-256 restore/compression proof",artifacts/A-trust-floor/polylogue-9e5.13.md,False,True,False,False
219,0,polylogue-9e5.14,3,task,open,Facade decomposition map: which of api/archive.py's ~126 methods each surface uses,polylogue-9e5,polylogue-9e5,A-trust-floor,Trust floor,usage-cost-honesty,D-horizon-ready,D-horizon-ready,True,False,usage/cost reconciliation report with disjoint lanes and empty-evidence tests,artifacts/A-trust-floor/polylogue-9e5.14.md,False,False,False,True
220,1,polylogue-1fp,3,task,open,Facade decomposition: split api/archive.py into per-capability protocols,polylogue-t46,polylogue-t46,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,E-spec-needed,D-horizon-ready,False,True,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-1fp.md,False,False,False,False
221,0,polylogue-9e5.15,3,task,open,Dead-code and script-silo sweep: coverage-informed removal audit,polylogue-9e5,polylogue-9e5,A-trust-floor,Trust floor,usage-cost-honesty,D-horizon-ready,D-horizon-ready,True,False,usage/cost reconciliation report with disjoint lanes and empty-evidence tests,artifacts/A-trust-floor/polylogue-9e5.15.md,False,False,False,True
222,1,polylogue-9e5.16,3,task,open,Python API parity: the library surface audited against CLI/MCP capabilities,polylogue-9e5,polylogue-9e5,A-trust-floor,Trust floor,evidence-honesty,D-horizon-ready,D-horizon-ready,True,False,"rigor-audit coverage report, evidence-contract tests, not-supported/unknown rendering fixture",artifacts/A-trust-floor/polylogue-9e5.16.md,False,False,False,True
223,0,polylogue-9e5.18,3,task,open,Wire atheris fuzz targets into CI,polylogue-9e5,polylogue-9e5,A-trust-floor,Trust floor,evidence-honesty,D-horizon-ready,D-horizon-ready,True,False,"rigor-audit coverage report, evidence-contract tests, not-supported/unknown rendering fixture",artifacts/A-trust-floor/polylogue-9e5.18.md,False,False,False,True
224,0,polylogue-9e5.20,3,task,open,Flakiness tracking + quarantine lane,polylogue-9e5,polylogue-9e5,A-trust-floor,Trust floor,evidence-honesty,D-horizon-ready,D-horizon-ready,True,False,"rigor-audit coverage report, evidence-contract tests, not-supported/unknown rendering fixture",artifacts/A-trust-floor/polylogue-9e5.20.md,False,False,False,True
225,0,polylogue-9e5.21,3,task,open,Mock-depth measurement,polylogue-9e5,polylogue-9e5,A-trust-floor,Trust floor,evidence-honesty,D-horizon-ready,D-horizon-ready,True,False,"rigor-audit coverage report, evidence-contract tests, not-supported/unknown rendering fixture",artifacts/A-trust-floor/polylogue-9e5.21.md,False,False,False,True
