lane,file,line,ctx,start,end,call,op,tables,sql,norm,params
sync,polylogue/storage/sqlite/archive_tiers/archive.py,5701,ArchiveStore.query_runs,5674,5722,execute,DYNAMIC/OTHER,runs;sessions,"f""""""
            {run_relation_sql(include_materialized=_run_projection_table_exists(self._conn, ""session_runs""))}
            SELECT r.*, s.origin, s.title AS session_title
            FROM runs r
            JOIN sessions s ON r.session_id = s.session_id
            WHERE {clause}
            {session_clause}
            ORDER BY {order_by}
            LIMIT ? OFFSET ?
            """"""","f"""""" {run_relation_sql(include_materialized=_run_projection_table_exists(self._conn, ""session_runs""))} SELECT r.*, s.origin, s.title AS session_title FROM runs r JOIN sessions s ON r.session_id = s.session_id WHERE {clause} {session_clause} ORDER BY {order_by} LIMIT ? OFFSET ? """"""","[*params, *session_params, normalized_limit, normalized_offset]"
sync,polylogue/storage/sqlite/archive_tiers/archive.py,5752,ArchiveStore.query_observed_events,5724,5778,execute,DYNAMIC/OTHER,observed_events;sessions,"f""""""
            {
                observed_event_relation_sql(
                    source_where=source_where,
                    include_materialized=_run_projection_table_exists(self._conn, ""session_observed_events""),
                )
            }
            SELECT e.*, s.origin, s.title
            FROM observed_events e
            JOIN sessions s ON e.session_id = s.session_id
            WHERE {clause}
            {session_clause}
            ORDER BY {order_by}
            LIMIT ? OFFSET ?
            """"""","f"""""" { observed_event_relation_sql( source_where=source_where, include_materialized=_run_projection_table_exists(self._conn, ""session_observed_events""), ) } SELECT e.*, s.origin, s.title FROM observed_events e JOIN sessions s ON e.session_id = s.session_id WHERE {clause} {session_clause} ORDER BY {order_by} LIMIT ? OFFSET ? """"""","[*source_params, *params, *session_params, normalized_limit, normalized_offset]"
sync,polylogue/storage/sqlite/archive_tiers/archive.py,5807,ArchiveStore.query_context_snapshots,5780,5832,execute,DYNAMIC/OTHER,context_snapshots;sessions,"f""""""
            {
                context_snapshot_relation_sql(
                    include_materialized=_run_projection_table_exists(self._conn, ""session_context_snapshots"")
                )
            }
            SELECT c.*, s.origin, s.title AS session_title
            FROM context_snapshots c
            JOIN sessions s ON c.session_id = s.session_id
            WHERE {clause}
            {session_clause}
            ORDER BY {order_by}
            LIMIT ? OFFSET ?
            """"""","f"""""" { context_snapshot_relation_sql( include_materialized=_run_projection_table_exists(self._conn, ""session_context_snapshots"") ) } SELECT c.*, s.origin, s.title AS session_title FROM context_snapshots c JOIN sessions s ON c.session_id = s.session_id WHERE {clause} {session_clause} ORDER BY {order_by} LIMIT ? OFFSET ? """"""","[*params, *session_params, normalized_limit, normalized_offset]"
sync,polylogue/storage/sqlite/archive_tiers/archive.py,5903,ArchiveStore.stats,5834,6012,execute,DYNAMIC/OTHER,sessions,"f""""""
            SELECT COUNT(*) AS total_sessions,
                   COALESCE(SUM(s.message_count), 0) AS total_messages
            FROM sessions s
            {where}
            """"""","f"""""" SELECT COUNT(*) AS total_sessions, COALESCE(SUM(s.message_count), 0) AS total_messages FROM sessions s {where} """"""",params
sync,polylogue/storage/sqlite/archive_tiers/archive.py,5912,ArchiveStore.stats,5834,6012,execute,DYNAMIC/OTHER,sessions,"f""""""
            SELECT s.origin, COUNT(*) AS count
            FROM sessions s
            {where}
            GROUP BY s.origin
            ORDER BY count DESC, s.origin
            """"""","f"""""" SELECT s.origin, COUNT(*) AS count FROM sessions s {where} GROUP BY s.origin ORDER BY count DESC, s.origin """"""",params
sync,polylogue/storage/sqlite/archive_tiers/archive.py,5922,ArchiveStore.stats,5834,6012,execute,DYNAMIC/OTHER,attachment_refs;sessions,"f""""""
            SELECT COUNT(DISTINCT ar.attachment_id) AS total_attachments
            FROM sessions s
            JOIN attachment_refs ar ON ar.session_id = s.session_id
            {where}
            """"""","f"""""" SELECT COUNT(DISTINCT ar.attachment_id) AS total_attachments FROM sessions s JOIN attachment_refs ar ON ar.session_id = s.session_id {where} """"""",params
sync,polylogue/storage/sqlite/archive_tiers/archive.py,5931,ArchiveStore.stats,5834,6012,execute,DYNAMIC/OTHER,sessions,"f""""""
            SELECT COALESCE(SUM(s.user_message_count), 0) AS user_count,
                   COALESCE(SUM(s.assistant_message_count), 0) AS assistant_count,
                   COALESCE(SUM(s.system_message_count), 0) AS system_count,
                   COALESCE(SUM(s.tool_message_count), 0) AS tool_count,
                   COALESCE(SUM(s.message_count), 0)
                     - COALESCE(SUM(s.user_message_count), 0)
                     - COALESCE(SUM(s.assistant_message_count), 0)
                     - COALESCE(SUM(s.system_message_count), 0)
                     - COALESCE(SUM(s.tool_message_count), 0) AS unknown_count
            FROM sessions s
            {where}
            """"""","f"""""" SELECT COALESCE(SUM(s.user_message_count), 0) AS user_count, COALESCE(SUM(s.assistant_message_count), 0) AS assistant_count, COALESCE(SUM(s.system_message_count), 0) AS system_count, COALESCE(SUM(s.tool_message_count), 0) AS tool_count, COALESCE(SUM(s.message_count), 0) - COALESCE(SUM(s.user_message_count), 0) - COALESCE(SUM(s.assistant_message_count), 0) - COALESCE(SUM(s.system_message_count), 0) - COALESCE(SUM(s.tool_message_count), 0) AS unknown_count FROM sessions s {where} """"""",params
sync,polylogue/storage/sqlite/archive_tiers/archive.py,6084,ArchiveStore.stats_by,6014,6086,execute,DYNAMIC/OTHER,,"_stats_by_sql(group_by, where, tags_relation=self._tags_relation)","_stats_by_sql(group_by, where, tags_relation=self._tags_relation)",params
sync,polylogue/storage/sqlite/archive_tiers/archive.py,767,ArchiveStore._ensure_read_runtime_indexes,757,771,execute,DYNAMIC/OTHER,,statement,statement,
sync,polylogue/storage/sqlite/archive_tiers/archive.py,1123,ArchiveStore._root_session_id_for_tree,1109,1130,execute,SELECT,sessions,"""SELECT parent_session_id FROM sessions WHERE session_id = ?""",SELECT parent_session_id FROM sessions WHERE session_id = ?,"(current_id,)"
sync,polylogue/storage/sqlite/archive_tiers/archive.py,1157,ArchiveStore.raw_artifacts_for_session,1132,1181,execute,SELECT,raw_sessions,"""""""
                SELECT raw_id, origin, source_path, blob_size, acquired_at_ms,
                       parsed_at_ms, validation_status
                FROM raw_sessions
                WHERE raw_id = ?
                ORDER BY acquired_at_ms DESC, raw_id
                LIMIT ? OFFSET ?
                """"""","SELECT raw_id, origin, source_path, blob_size, acquired_at_ms, parsed_at_ms, validation_status FROM raw_sessions WHERE raw_id = ? ORDER BY acquired_at_ms DESC, raw_id LIMIT ? OFFSET ?","(raw_id, max(limit, 0), max(offset, 0))"
sync,polylogue/storage/sqlite/archive_tiers/archive.py,1800,ArchiveStore.list_usage_timeline_insights,1747,1942,execute,DYNAMIC/OTHER,session_provider_usage_events;sessions,"f""""""
                SELECT strftime('%Y-%m', COALESCE(e.occurred_at_ms, s.sort_key_ms)/1000, 'unixepoch') AS bucket,
                       s.origin AS source_name,
                       COALESCE(e.model_name, '') AS model_name,
                       COUNT(*) AS event_count,
                       COUNT(DISTINCT e.session_id) AS session_count,
                       COALESCE(SUM(e.last_input_tokens), 0) AS input_tokens,
                       COALESCE(SUM(e.last_output_tokens), 0) AS output_tokens,
                       COALESCE(SUM(e.last_cached_input_tokens), 0) AS cache_read_tokens,
                       COALESCE(SUM(e.last_cache_write_tokens), 0) AS cache_write_tokens,
                       COALESCE(SUM(e.last_total_tokens), 0) AS total_tokens,
                       COALESCE(SUM(e.last_reasoning_output_tokens), 0) AS reasoning_output_tokens,
                       MAX(COALESCE(e.occurred_at_ms, s.sort_key_ms)) AS source_sort_key
                FROM session_provider_usage_events e
                JOIN sessions s ON s.session_id = e.session_id
                WHERE {"" AND "".join(where)}
                GROUP BY bucket, s.origin, model_name
                """"""","f"""""" SELECT strftime('%Y-%m', COALESCE(e.occurred_at_ms, s.sort_key_ms)/1000, 'unixepoch') AS bucket, s.origin AS source_name, COALESCE(e.model_name, '') AS model_name, COUNT(*) AS event_count, COUNT(DISTINCT e.session_id) AS session_count, COALESCE(SUM(e.last_input_tokens), 0) AS input_tokens, COALESCE(SUM(e.last_output_tokens), 0) AS output_tokens, COALESCE(SUM(e.last_cached_input_tokens), 0) AS cache_read_tokens, COALESCE(SUM(e.last_cache_write_tokens), 0) AS cache_write_tokens, COALESCE(SUM(e.last_total_tokens), 0) AS total_tokens, COALESCE(SUM(e.last_reasoning_output_tokens), 0) AS reasoning_output_tokens, MAX(COALESCE(e.occurred_at_ms, s.sort_key_ms)) AS source_sort_key FROM session_provider_usage_events e JOIN sessions s ON s.session_id = e.session_id WHERE {"" AND "".join(where)} GROUP BY bucket, s.origin, model_name """"""",tuple(params)
sync,polylogue/storage/sqlite/archive_tiers/archive.py,2325,ArchiveStore.resolve_session_id,2314,2372,execute,SELECT,sessions,"""SELECT session_id FROM sessions WHERE session_id = ?""",SELECT session_id FROM sessions WHERE session_id = ?,"(origin_id,)"
sync,polylogue/storage/sqlite/archive_tiers/archive.py,3833,ArchiveStore.delete_sessions,3817,3837,execute,DELETE,sessions,"""DELETE FROM sessions WHERE session_id = ?""",DELETE FROM sessions WHERE session_id = ?,"(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/archive.py,4135,ArchiveStore._archive_fallback_coverage,4100,4146,execute,DYNAMIC/OTHER,sessions,"""SELECT value AS reason, COUNT(*) AS occurrences ""
                f""FROM {table_name} AS t ""
                ""JOIN sessions AS s ON s.session_id = t.session_id, ""
                f""json_each(COALESCE(json_extract(t.{column}, '{path}'), '[]')) ""
                f""WHERE 1=1{clause} GROUP BY value""","""SELECT value AS reason, COUNT(*) AS occurrences "" f""FROM {table_name} AS t "" ""JOIN sessions AS s ON s.session_id = t.session_id, "" f""json_each(COALESCE(json_extract(t.{column}, '{path}'), '[]')) "" f""WHERE 1=1{clause} GROUP BY value""",tuple(params)
sync,polylogue/storage/sqlite/archive_tiers/archive.py,5948,ArchiveStore.stats,5834,6012,execute,DYNAMIC/OTHER,messages;sessions,"f""""""
                SELECT m.message_type AS group_key,
                       COUNT(*) AS count
                FROM sessions s
                JOIN messages m ON m.session_id = s.session_id
                {where}
                GROUP BY m.message_type
                ORDER BY count DESC, m.message_type
                """"""","f"""""" SELECT m.message_type AS group_key, COUNT(*) AS count FROM sessions s JOIN messages m ON m.session_id = s.session_id {where} GROUP BY m.message_type ORDER BY count DESC, m.message_type """"""",params
sync,polylogue/storage/sqlite/archive_tiers/archive.py,5960,ArchiveStore.stats,5834,6012,execute,DYNAMIC/OTHER,messages;sessions,"f""""""
                SELECT m.material_origin AS group_key,
                       COUNT(*) AS count
                FROM sessions s
                JOIN messages m ON m.session_id = s.session_id
                {where}
                GROUP BY m.material_origin
                ORDER BY count DESC, m.material_origin
                """"""","f"""""" SELECT m.material_origin AS group_key, COUNT(*) AS count FROM sessions s JOIN messages m ON m.session_id = s.session_id {where} GROUP BY m.material_origin ORDER BY count DESC, m.material_origin """"""",params
sync,polylogue/storage/sqlite/archive_tiers/archive.py,5973,ArchiveStore.stats,5834,6012,execute,SELECT,messages,"""""""
                SELECT m.message_type AS group_key,
                       COUNT(*) AS count
                FROM messages m
                GROUP BY m.message_type
                ORDER BY count DESC, m.message_type
                """"""","SELECT m.message_type AS group_key, COUNT(*) AS count FROM messages m GROUP BY m.message_type ORDER BY count DESC, m.message_type",
sync,polylogue/storage/sqlite/archive_tiers/archive.py,5982,ArchiveStore.stats,5834,6012,execute,SELECT,messages,"""""""
                SELECT m.material_origin AS group_key,
                       COUNT(*) AS count
                FROM messages m
                GROUP BY m.material_origin
                ORDER BY count DESC, m.material_origin
                """"""","SELECT m.material_origin AS group_key, COUNT(*) AS count FROM messages m GROUP BY m.material_origin ORDER BY count DESC, m.material_origin",
sync,polylogue/storage/sqlite/archive_tiers/archive.py,2355,ArchiveStore.resolve_session_id,2314,2372,execute,SELECT,sessions,"""""""
                    SELECT session_id
                    FROM sessions
                    WHERE session_id LIKE '%:' || ? ESCAPE '\\'
                    ORDER BY session_id
                    LIMIT 2
                    """"""",SELECT session_id FROM sessions WHERE session_id LIKE '%:' || ? ESCAPE '\' ORDER BY session_id LIMIT 2,"(like_token,)"
sync,polylogue/storage/sqlite/archive_tiers/archive.py,2787,ArchiveStore.fetch_rows,2785,2810,execute,DYNAMIC/OTHER,blocks;sessions,"f""""""
            SELECT
                s.origin AS origin,
                u.tool_name AS tool_name,
                COALESCE(NULLIF(u.semantic_type, ''), 'tool_use') AS action_kind,
                u.session_id AS session_id,
                u.message_id AS message_id,
                COALESCE(u.tool_command, '') || ' ' ||
                    COALESCE(u.tool_path, '') || ' ' ||
                    COALESCE(u.tool_input, '') AS match_detail,
                r.tool_result_is_error AS is_error,
                r.tool_result_exit_code AS exit_code
            FROM blocks u
            JOIN sessions s ON s.session_id = u.session_id
            LEFT JOIN blocks r
                ON r.tool_id = u.tool_id
               AND r.session_id = u.session_id
               AND r.block_type = 'tool_result'
            {""WHERE "" + "" AND "".join(where) if where else """"}
            """"""","f"""""" SELECT s.origin AS origin, u.tool_name AS tool_name, COALESCE(NULLIF(u.semantic_type, ''), 'tool_use') AS action_kind, u.session_id AS session_id, u.message_id AS message_id, COALESCE(u.tool_command, '') || ' ' || COALESCE(u.tool_path, '') || ' ' || COALESCE(u.tool_input, '') AS match_detail, r.tool_result_is_error AS is_error, r.tool_result_exit_code AS exit_code FROM blocks u JOIN sessions s ON s.session_id = u.session_id LEFT JOIN blocks r ON r.tool_id = u.tool_id AND r.session_id = u.session_id AND r.block_type = 'tool_result' {""WHERE "" + "" AND "".join(where) if where else """"} """"""",tuple(params)
sync,polylogue/storage/sqlite/archive_tiers/archive.py,3924,ArchiveStore.count_sessions,3847,3924,execute,DYNAMIC/OTHER,sessions,"f""SELECT COUNT(*) FROM sessions s {where}""","f""SELECT COUNT(*) FROM sessions s {where}""",params
sync,polylogue/storage/sqlite/archive_tiers/archive.py,1155,ArchiveStore.raw_artifacts_for_session,1132,1181,execute,SELECT,raw_sessions,"""SELECT COUNT(*) FROM raw_sessions WHERE raw_id = ?""",SELECT COUNT(*) FROM raw_sessions WHERE raw_id = ?,"(raw_id,)"
sync,polylogue/storage/sqlite/archive_tiers/archive.py,763,ArchiveStore._ensure_read_runtime_indexes,757,771,execute,PRAGMA,,"""PRAGMA user_version""",PRAGMA user_version,
sync,polylogue/storage/sqlite/archive_tiers/archive_plan.py,129,_read_user_version,123,133,execute,PRAGMA,,"""PRAGMA user_version""",PRAGMA user_version,
sync,polylogue/storage/sqlite/archive_tiers/bootstrap.py,78,initialize_archive_tier,75,93,execute,PRAGMA,,"""PRAGMA foreign_keys = ON""",PRAGMA foreign_keys = ON,
sync,polylogue/storage/sqlite/archive_tiers/bootstrap.py,83,initialize_archive_tier,75,93,executescript,DYNAMIC/OTHER,,spec.ddl,spec.ddl,
sync,polylogue/storage/sqlite/archive_tiers/bootstrap.py,92,initialize_archive_tier,75,93,execute,DYNAMIC/OTHER,,"f""PRAGMA user_version = {spec.version}""","f""PRAGMA user_version = {spec.version}""",
sync,polylogue/storage/sqlite/archive_tiers/bootstrap.py,109,_ensure_ops_runtime_columns,96,114,execute,DDL,,"""""""
        CREATE INDEX IF NOT EXISTS idx_ingest_cursor_attention
        ON ingest_cursor(failure_count, excluded, source_path)
        """"""","CREATE INDEX IF NOT EXISTS idx_ingest_cursor_attention ON ingest_cursor(failure_count, excluded, source_path)",
sync,polylogue/storage/sqlite/archive_tiers/bootstrap.py,129,_ensure_ops_cursor_lag_sample_columns,117,134,execute,DDL,,"""""""
        CREATE INDEX IF NOT EXISTS idx_cursor_lag_samples_family_time
        ON cursor_lag_samples(family, sampled_at_ms DESC)
        """"""","CREATE INDEX IF NOT EXISTS idx_cursor_lag_samples_family_time ON cursor_lag_samples(family, sampled_at_ms DESC)",
sync,polylogue/storage/sqlite/archive_tiers/bootstrap.py,98,_ensure_ops_runtime_columns,96,114,execute,PRAGMA,,"""PRAGMA table_info(ingest_cursor)""",PRAGMA table_info(ingest_cursor),
sync,polylogue/storage/sqlite/archive_tiers/bootstrap.py,108,_ensure_ops_runtime_columns,96,114,execute,DYNAMIC/OTHER,ingest_cursor,"f""ALTER TABLE ingest_cursor ADD COLUMN {name} {definition}""","f""ALTER TABLE ingest_cursor ADD COLUMN {name} {definition}""",
sync,polylogue/storage/sqlite/archive_tiers/bootstrap.py,119,_ensure_ops_cursor_lag_sample_columns,117,134,execute,PRAGMA,,"""PRAGMA table_info(cursor_lag_samples)""",PRAGMA table_info(cursor_lag_samples),
sync,polylogue/storage/sqlite/archive_tiers/bootstrap.py,128,_ensure_ops_cursor_lag_sample_columns,117,134,execute,DYNAMIC/OTHER,cursor_lag_samples,"f""ALTER TABLE cursor_lag_samples ADD COLUMN {name} {definition}""","f""ALTER TABLE cursor_lag_samples ADD COLUMN {name} {definition}""",
sync,polylogue/storage/sqlite/archive_tiers/bootstrap.py,139,_ensure_ops_embedding_catchup_run_columns,137,146,execute,PRAGMA,,"""PRAGMA table_info(embedding_catchup_runs)""",PRAGMA table_info(embedding_catchup_runs),
sync,polylogue/storage/sqlite/archive_tiers/bootstrap.py,146,_ensure_ops_embedding_catchup_run_columns,137,146,execute,DYNAMIC/OTHER,embedding_catchup_runs,"f""ALTER TABLE embedding_catchup_runs ADD COLUMN {name} {definition}""","f""ALTER TABLE embedding_catchup_runs ADD COLUMN {name} {definition}""",
sync,polylogue/storage/sqlite/archive_tiers/bootstrap.py,156,initialize_archive_database,149,181,execute,PRAGMA,,"""PRAGMA user_version""",PRAGMA user_version,
sync,polylogue/storage/sqlite/archive_tiers/embedding_write.py,130,mark_session_embedding_error,118,142,execute,INSERT,embedding_status;set,"""""""
            INSERT INTO embedding_status (
                session_id, origin, message_count_embedded, last_embedded_at_ms, needs_reindex, error_message
            ) VALUES (?, ?, 0, NULL, ?, ?)
            ON CONFLICT(session_id) DO UPDATE SET
                origin = excluded.origin,
                needs_reindex = excluded.needs_reindex,
                error_message = excluded.error_message
            """"""","INSERT INTO embedding_status ( session_id, origin, message_count_embedded, last_embedded_at_ms, needs_reindex, error_message ) VALUES (?, ?, 0, NULL, ?, ?) ON CONFLICT(session_id) DO UPDATE SET origin = excluded.origin, needs_reindex = excluded.needs_reindex, error_message = excluded.error_message","(session_id, origin_value, needs_reindex, error_message)"
sync,polylogue/storage/sqlite/archive_tiers/embedding_write.py,88,upsert_message_embeddings,76,115,execute,DELETE,message_embeddings,"""DELETE FROM message_embeddings WHERE message_id = ?""",DELETE FROM message_embeddings WHERE message_id = ?,"(write.message_id,)"
sync,polylogue/storage/sqlite/archive_tiers/embedding_write.py,89,upsert_message_embeddings,76,115,execute,INSERT,message_embeddings,"""""""
                INSERT INTO message_embeddings (message_id, embedding, session_id, origin)
                VALUES (?, ?, ?, ?)
                """"""","INSERT INTO message_embeddings (message_id, embedding, session_id, origin) VALUES (?, ?, ?, ?)","(write.message_id, _serialize_f32(write.embedding), write.session_id, origin_value)"
sync,polylogue/storage/sqlite/archive_tiers/embedding_write.py,96,upsert_message_embeddings,76,115,execute,INSERT,message_embeddings_meta;set,"""""""
                INSERT INTO message_embeddings_meta (
                    message_id, model, dimension, content_hash, embedded_at_ms, needs_reindex
                ) VALUES (?, ?, ?, ?, ?, 0)
                ON CONFLICT(message_id) DO UPDATE SET
                    model = excluded.model,
                    dimension = excluded.dimension,
                    content_hash = excluded.content_hash,
                    embedded_at_ms = excluded.embedded_at_ms,
                    needs_reindex = 0
                """"""","INSERT INTO message_embeddings_meta ( message_id, model, dimension, content_hash, embedded_at_ms, needs_reindex ) VALUES (?, ?, ?, ?, ?, 0) ON CONFLICT(message_id) DO UPDATE SET model = excluded.model, dimension = excluded.dimension, content_hash = excluded.content_hash, embedded_at_ms = excluded.embedded_at_ms, needs_reindex = 0","(
                    write.message_id,
                    write.model,
                    EMBEDDING_DIMENSION,
                    write.content_hash,
                    write.embedded_at_ms,
                )"
sync,polylogue/storage/sqlite/archive_tiers/embedding_write.py,147,read_embedding_meta,145,164,execute,SELECT,message_embeddings_meta,"""""""
        SELECT message_id, model, dimension, content_hash, embedded_at_ms, needs_reindex
        FROM message_embeddings_meta
        WHERE message_id = ?
        """"""","SELECT message_id, model, dimension, content_hash, embedded_at_ms, needs_reindex FROM message_embeddings_meta WHERE message_id = ?","(target_id,)"
sync,polylogue/storage/sqlite/archive_tiers/embedding_write.py,169,read_embedding_status,167,186,execute,SELECT,embedding_status,"""""""
        SELECT session_id, origin, message_count_embedded, last_embedded_at_ms, needs_reindex, error_message
        FROM embedding_status
        WHERE session_id = ?
        """"""","SELECT session_id, origin, message_count_embedded, last_embedded_at_ms, needs_reindex, error_message FROM embedding_status WHERE session_id = ?","(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/ingest_precedence.py,60,record_capture_gap_event,32,67,execute,INSERT,session_events,"""""""
        INSERT OR REPLACE INTO session_events (
            session_id, source_message_id, position, event_type, summary, occurred_at_ms
        ) VALUES (?, NULL, ?, 'capture_gap', ?, NULL)
        """"""","INSERT OR REPLACE INTO session_events ( session_id, source_message_id, position, event_type, summary, occurred_at_ms ) VALUES (?, NULL, ?, 'capture_gap', ?, NULL)","(session_id, position, summary)"
sync,polylogue/storage/sqlite/archive_tiers/ingest_precedence.py,9,stored_message_count,8,13,execute,SELECT,messages,"""SELECT COUNT(*) FROM messages WHERE session_id = ?""",SELECT COUNT(*) FROM messages WHERE session_id = ?,"(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/ingest_precedence.py,17,session_has_parser_ingest_flag,16,29,execute,SELECT,session_tags,"""""""
        SELECT 1
        FROM session_tags
        WHERE session_id = ?
          AND tag = ?
          AND tag_source = 'auto'
          AND method = 'parser'
        LIMIT 1
        """"""",SELECT 1 FROM session_tags WHERE session_id = ? AND tag = ? AND tag_source = 'auto' AND method = 'parser' LIMIT 1,"(session_id, flag)"
sync,polylogue/storage/sqlite/archive_tiers/ingest_precedence.py,41,record_capture_gap_event,32,67,execute,SELECT,session_agent_policies;session_events;session_provider_usage_events,"""""""
        SELECT MAX(position) + 1
        FROM (
            SELECT position FROM session_events WHERE session_id = ?
            UNION ALL
            SELECT position FROM session_agent_policies WHERE session_id = ?
            UNION ALL
            SELECT position FROM session_provider_usage_events WHERE session_id = ?
        )
        """"""",SELECT MAX(position) + 1 FROM ( SELECT position FROM session_events WHERE session_id = ? UNION ALL SELECT position FROM session_agent_policies WHERE session_id = ? UNION ALL SELECT position FROM session_provider_usage_events WHERE session_id = ? ),"(session_id, session_id, session_id)"
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,113,upsert_ingest_cursor,91,173,execute,INSERT,ingest_cursor;set,"""""""
        INSERT INTO ingest_cursor (
            source_path,
            origin,
            stat_size,
            byte_offset,
            last_complete_newline,
            record_count,
            last_record_ts_ms,
            parser_fingerprint,
            content_fingerprint,
            tail_hash,
            st_dev,
            st_ino,
            mtime_ns,
            failure_count,
            next_retry_at,
            excluded,
            updated_at_ms
        )
        VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
        ON CONFLICT (source_path) DO UPDATE SET
            origin = excluded.origin,
            stat_size = excluded.stat_size,
            byte_offset = excluded.byte_offset,
            last_complete_newline = excluded.last_complete_newline,
            record_count = excluded.record_count,
            last_record_ts_ms = excluded.last_record_ts_ms,
            parser_fingerprint = excluded.parser_fingerprint,
            content_fingerprint = excluded.content_fingerprint,
            tail_hash = excluded.tail_hash,
            st_dev = excluded.st_dev,
            st_ino = excluded.st_ino,
            mtime_ns = excluded.mtime_ns,
            failure_count = excluded.failure_count,
            next_retry_at = excluded.next_retry_at,
            excluded = excluded.excluded,
            updated_at_ms = excluded.updated_at_ms
        """"""","INSERT INTO ingest_cursor ( source_path, origin, stat_size, byte_offset, last_complete_newline, record_count, last_record_ts_ms, parser_fingerprint, content_fingerprint, tail_hash, st_dev, st_ino, mtime_ns, failure_count, next_retry_at, excluded, updated_at_ms ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) ON CONFLICT (source_path) DO UPDATE SET origin = excluded.origin, stat_size = excluded.stat_size, byte_offset = excluded.byte_offset, last_complete_newline = excluded.last_complete_newline, record_count = excluded.record_count, last_record_ts_ms = excluded.last_record_ts_ms, parser_fingerprint = excluded.parser_fingerprint, content_fingerprint = excluded.content_fingerprint, tail_hash = excluded.tail_hash, st_dev = excluded.st_dev, st_ino = excluded.st_ino, mtime_ns = excluded.mtime_ns, failure_count = excluded.failure_count, next_retry_at = excluded.next_retry_at, excluded = excluded.excluded, updated_at_ms = excluded.updated_at_ms","(
            source_path,
            _origin_value(origin),
            stat_size,
            byte_offset,
            last_complete_newline,
            record_count,
            last_record_ts_ms,
            parser_fingerprint,
            content_fingerprint,
            tail_hash,
            st_dev,
            st_ino,
            mtime_ns,
            failure_count,
            next_retry_at,
            1 if excluded else 0,
            updated_at_ms,
        )"
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,205,record_ingest_attempt,176,254,execute,DYNAMIC/OTHER,ingest_attempts;set,"f""""""
        INSERT INTO ingest_attempts (
            attempt_id,
            source_path,
            origin,
            status,
            phase,
            {route_column}
            started_at_ms,
            heartbeat_at_ms,
            finished_at_ms,
            parsed_raw_count,
            materialized_count,
            error_message,
            source_paths_json
        )
        VALUES (?, ?, ?, ?, ?, {route_value}?, ?, ?, ?, ?, ?, ?)
        ON CONFLICT (attempt_id) DO UPDATE SET
            source_path = excluded.source_path,
            origin = excluded.origin,
            status = excluded.status,
            phase = excluded.phase,
            {route_update}
            started_at_ms = excluded.started_at_ms,
            heartbeat_at_ms = excluded.heartbeat_at_ms,
            finished_at_ms = excluded.finished_at_ms,
            parsed_raw_count = excluded.parsed_raw_count,
            materialized_count = excluded.materialized_count,
            error_message = excluded.error_message,
            source_paths_json = excluded.source_paths_json
        """"""","f"""""" INSERT INTO ingest_attempts ( attempt_id, source_path, origin, status, phase, {route_column} started_at_ms, heartbeat_at_ms, finished_at_ms, parsed_raw_count, materialized_count, error_message, source_paths_json ) VALUES (?, ?, ?, ?, ?, {route_value}?, ?, ?, ?, ?, ?, ?) ON CONFLICT (attempt_id) DO UPDATE SET source_path = excluded.source_path, origin = excluded.origin, status = excluded.status, phase = excluded.phase, {route_update} started_at_ms = excluded.started_at_ms, heartbeat_at_ms = excluded.heartbeat_at_ms, finished_at_ms = excluded.finished_at_ms, parsed_raw_count = excluded.parsed_raw_count, materialized_count = excluded.materialized_count, error_message = excluded.error_message, source_paths_json = excluded.source_paths_json """"""","(
            attempt_id,
            source_path,
            _origin_value(origin),
            status,
            phase,
            *route_params,
            started_at_ms,
            heartbeat_at_ms,
            finished_at_ms,
            parsed_raw_count,
            materialized_count,
            error_message,
            source_paths_json,
        )"
